271,231,208,180,161,151,135,115,95,90,84,68,74,67,53,65,64,63,72,80,87,107,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,323,301,285,249,230,219,202,194,163,160,150,144,143,133,125,124,123,111,109,120,130,140,145,158,172,197,205,211,212,213,254,532,237,225,226,531
372,358,352,342,322,308,292,284,278,246,241,229,218,217,207,192,191,190,189,187,186,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,408,401,397,396,389,380,371,363,356,350,334,333,328,313,298,297,290,274,273,256,264,255,263,233,262,234,253,235,236,238,215,530,536,0,0,0
416,446,445,451,442,434,427,426,413,412,404,393,392,378,377,349,341,310,305,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,410,461,467,473,455,489,488,493,486,485,472,471,465,458,450,440,424,418,411,398,369,348,325,319,309,296,289,537,0,0,0,0,0,0,0,0
462,477,498,506,512,520,519,523,517,511,510,509,500,496,491,483,470,469,457,448,423,399,383,355,340,326,311,0,0,0,0,0,0,0,0,0,0
456,490,507,521,526,525,529,528,527,524,522,518,502,501,492,484,464,449,425,402,384,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,468,481,499,508,516,515,514,513,505,504,503,497,494,487,459,452,441,419,403,385,361,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,447,463,482,480,479,478,476,475,474,466,460,454,453,444,443,435,420,414,394,386,370,362,327,312,0,0,0,0,0,0,0,0,0,0,0,0
391,417,422,433,438,437,436,431,430,429,428,421,415,407,406,405,400,395,388,387,379,365,364,357,351,335,329,320,314,0,0,0,0,0,0,0,0
390,368,382,375,374,373,367,366,360,359,354,353,345,344,343,338,337,336,331,330,321,315,307,306,300,291,283,282,277,276,275,299,0,0,0,0,0
346,347,332,324,318,317,303,294,293,287,286,280,279,270,269,260,268,267,266,265,259,258,248,247,245,242,240,228,227,239,244,0,0,0,0,0,0
304,295,272,251,243,223,210,204,203,183,182,181,169,168,167,166,165,164,179,178,177,176,175,174,193,201,200,206,216,533,0,0,0,0,0,0,0
376,252,224,196,171,157,152,138,128,117,104,103,102,100,99,98,97,116,114,113,126,134,142,149,155,159,173,199,0,0,0,0,0,0,0,0,0
281,261,195,153,184,129,106,92,79,71,60,49,48,47,46,44,58,57,69,75,83,89,94,112,122,132,148,154,162,188,257,0,0,0,0,0,0
232,185,139,118,91,86,61,50,33,26,16,15,6,13,11,10,9,24,23,29,36,42,54,66,82,93,110,121,141,147,0,0,0,0,0,0,0
316,222,156,137,105,78,59,39,32,25,14,12,5,3,2,1,4,8,7,18,28,35,41,52,62,73,81,88,96,108,131,146,0,0,0,0,0
302,250,209,170,136,101,85,77,45,38,37,31,30,22,21,20,19,17,27,34,40,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
