265,264,253,238,219,199,172,162,144,142,136,127,126,121,116,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,182,156,138,128,117,110,106,105,100,95,92,91,90,80,76,64,52,0,0,0,0,0,0,0,0,0,0,0,0,0
237,209,163,149,132,111,102,82,81,77,57,65,55,54,35,17,16,15,11,9,50,28,70,49,74,78,62,69,432,0,0
270,208,181,155,137,123,101,85,72,66,56,20,36,19,18,33,14,12,8,7,26,40,39,48,61,0,0,0,0,0,0
285,248,171,143,122,99,71,53,42,34,32,13,31,10,29,5,24,4,22,38,47,59,0,0,0,0,0,0,0,0,0
198,161,135,104,89,79,75,63,51,41,30,27,6,25,23,3,2,1,21,37,45,429,431,0,0,0,0,0,0,0,0
288,263,228,206,179,141,125,115,108,98,88,84,83,73,68,60,46,44,43,58,67,430,0,0,0,0,0,0,0,0,0
245,226,217,187,178,167,154,148,134,131,124,120,114,107,103,97,94,87,86,93,96,433,0,0,0,0,0,0,0,0,0
297,279,317,303,302,295,277,276,259,251,232,222,215,191,174,159,151,146,133,129,119,118,112,113,0,0,0,0,0,0,0
333,360,359,358,351,336,321,316,305,292,274,256,240,213,190,184,164,157,150,145,139,434,0,0,0,0,0,0,0,0,0
354,361,384,388,387,381,380,375,364,345,335,330,314,298,281,271,254,239,220,211,189,183,173,158,436,437,0,0,0,0,0
398,412,410,409,404,395,386,379,373,363,350,334,328,313,299,286,272,255,249,230,212,200,0,0,0,0,0,0,0,0,0
416,420,426,423,413,407,403,394,389,385,369,356,344,329,315,300,287,273,257,241,231,214,0,0,0,0,0,0,0,0,0
327,368,405,417,428,427,425,424,419,414,408,396,390,374,365,346,331,306,293,275,258,242,221,201,175,438,0,0,0,0,0
406,418,422,421,415,411,397,391,382,370,357,352,337,322,307,301,282,266,250,223,216,185,165,0,0,0,0,0,0,0,0
311,319,342,378,393,402,401,400,399,392,383,371,366,353,338,323,308,294,278,260,243,224,0,0,0,0,0,0,0,0,0
377,376,372,367,362,355,332,318,309,296,283,267,261,244,234,233,225,202,193,177,192,176,160,147,0,0,0,0,0,0,0
320,343,349,341,340,326,325,310,304,289,284,268,262,246,235,227,218,205,204,203,197,196,195,194,186,166,153,152,140,130,435
312,291,290,280,269,252,247,236,229,207,188,180,170,169,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
