339,352,373,391,408,422,433,421,432,431,420,430,419,417,415,414,395,383,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,272,286,314,338,337,351,362,372,371,370,386,368,385,367,349,348,336,335,305,295,279,278,269,268,260,236,235,234,233,232,246,258,259,0,0
192,205,228,245,254,253,266,271,301,300,299,312,310,298,297,285,281,270,248,247,238,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,140,139,150,149,147,159,165,164,171,179,170,178,189,188,187,203,202,201,186,185,183,199,182,198,222,213,212,257,292,293,0,0,0,0,0
106,105,96,95,85,94,93,92,103,111,110,109,118,121,124,144,155,168,175,196,211,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,80,70,61,60,56,49,41,40,48,47,54,58,65,72,82,108,132,153,161,174,195,197,0,0,0,0,0,0,0,0,0,0,0,0,0
151,99,81,66,46,29,25,24,11,10,6,9,7,15,23,26,32,37,52,67,75,101,115,131,154,167,529,532,0,0,0,0,0,0,0,0
114,107,57,34,22,13,5,4,3,1,2,8,16,27,35,38,53,64,83,90,116,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,51,31,30,21,14,20,12,19,18,17,28,33,39,59,68,76,91,117,125,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,130,100,74,63,62,50,45,44,36,43,42,55,69,73,84,102,119,122,134,156,162,531,533,0,0,0,0,0,0,0,0,0,0,0,0
152,113,98,97,88,79,78,77,87,86,104,112,120,123,135,145,157,163,169,177,184,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,141,129,128,127,126,138,137,148,160,146,166,158,173,172,180,191,190,204,207,214,224,223,239,0,0,0,0,0,0,0,0,0,0,0,0
193,206,210,209,220,208,219,218,217,216,215,229,227,226,225,244,243,242,241,240,252,251,250,265,264,263,262,261,249,0,0,0,0,0,0,0
194,231,256,275,274,273,289,288,287,302,319,318,317,316,315,313,329,328,327,326,325,324,323,322,311,309,308,307,306,296,0,0,0,0,0,0
282,291,331,303,345,354,376,375,374,392,400,399,398,390,389,397,396,388,387,369,361,360,350,344,343,334,321,294,280,0,0,0,0,0,0,0
355,378,411,424,423,435,465,464,477,476,462,474,461,459,447,429,418,416,405,384,366,359,347,342,333,0,0,0,0,0,0,0,0,0,0,0
363,425,401,467,478,516,489,500,514,513,525,497,510,508,507,494,492,483,470,427,413,404,382,365,356,341,320,284,0,0,0,0,0,0,0,0
230,290,330,377,436,479,452,490,501,515,527,526,524,528,523,522,521,504,503,491,481,469,443,440,412,403,394,381,357,0,0,0,0,0,0,0
340,393,410,451,466,488,499,498,512,511,509,506,520,505,519,493,502,518,517,406,480,453,468,442,439,438,437,426,402,380,379,364,346,332,304,283
353,409,434,450,463,475,473,487,486,485,471,458,482,457,456,455,454,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
