189,92,80,60,45,44,38,113,112,33,29,20,24,25,26,36,41,56,73,96,117,125,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,129,104,82,61,39,34,21,10,4,5,1,2,3,6,7,8,9,13,17,18,27,19,28,37,42,57,58,74,97,118,145,166,187,221,237,313,321,330,685,0,0,0,0,0,0,0,0,0,0,0
238,218,175,151,123,93,50,46,35,30,22,23,14,11,12,15,16,31,32,43,47,48,59,90,91,119,127,147,181,207,227,255,272,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,176,152,130,115,101,85,77,78,66,67,51,52,54,79,88,89,108,109,126,144,146,167,188,196,214,229,246,274,306,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,192,184,178,172,154,155,156,137,139,132,133,140,141,142,157,158,194,195,206,220,236,253,254,273,287,305,315,322,331,337,343,352,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,259,247,261,248,249,240,241,242,230,232,233,234,244,251,252,268,285,270,286,304,311,328,334,335,342,351,360,361,380,387,398,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,295,309,316,332,346,347,348,349,354,363,364,365,366,367,373,374,375,394,383,406,407,420,424,425,426,427,428,438,439,440,453,454,455,456,457,464,442,443,444,459,458,441,0,0,0,0,0,0,0,0
372,391,417,432,461,462,469,470,475,476,484,497,485,486,498,499,515,517,539,540,541,542,543,544,545,556,557,558,547,549,550,524,505,489,481,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,468,474,494,495,530,532,565,566,567,571,581,591,593,616,618,620,634,635,636,652,638,639,642,623,625,626,601,603,585,586,570,560,551,523,504,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,507,563,564,580,608,610,630,633,649,658,659,660,674,675,678,683,684,681,682,665,666,653,654,668,643,644,645,646,602,604,584,575,559,548,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,431,473,491,553,576,578,587,605,627,647,648,655,656,657,669,670,671,672,673,661,662,676,677,679,663,680,650,664,651,667,637,640,641,621,622,624,600,583,574,569,522,0,0,0,0,0,0,0,0,0
388,446,472,490,552,561,562,577,579,588,589,606,607,609,628,629,631,632,611,612,613,590,614,592,615,617,619,594,595,596,597,598,599,582,572,573,568,554,555,546,502,503,480,429,0,0,0,0,0,0,0
409,430,445,465,447,466,482,483,492,493,506,508,509,525,526,527,528,529,531,533,510,511,512,496,513,514,534,535,536,537,516,538,518,519,520,521,500,501,487,477,478,479,471,463,0,0,0,0,0,0,0
345,344,353,362,369,371,370,381,382,399,390,400,410,411,412,413,414,415,416,401,423,418,402,403,392,393,404,405,419,433,448,434,435,449,450,451,452,436,437,0,0,0,0,0,0,0,0,0,0,0,0
276,275,288,277,278,289,290,291,292,293,294,307,308,296,297,298,279,280,281,265,266,256,258,260,267,282,299,300,317,323,324,325,338,339,340,355,356,368,376,377,384,395,396,397,408,421,688,690,0,0,0
223,222,224,215,216,217,209,210,211,212,197,198,199,200,202,190,191,183,177,171,160,161,153,162,163,173,185,193,203,219,225,231,243,262,263,284,301,302,318,319,326,350,0,0,0,0,0,0,0,0,0
182,174,159,149,135,136,128,120,121,122,111,114,105,106,99,100,94,83,84,76,69,64,65,70,86,95,107,116,131,138,164,179,180,186,204,205,226,235,245,264,269,303,310,320,327,341,357,358,359,385,686
208,168,148,110,103,98,81,75,68,62,63,49,40,53,55,71,72,87,102,124,143,165,333,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
