179,191,211,255,285,309,308,322,346,349,356,375,363,374,383,382,381,380,373,362,355,347,0,0,0,0,0,0,0,0,0,0,0,0
117,131,134,145,156,178,190,203,232,254,283,301,311,335,333,331,328,319,307,299,291,0,0,0,0,0,0,0,0,0,0,0,0,0
95,108,116,130,141,155,175,189,197,217,231,242,251,250,264,249,248,241,239,274,272,271,262,236,226,235,246,258,257,268,245,0,0,0
77,76,82,87,94,107,115,129,137,144,149,154,161,173,177,184,194,207,229,206,238,468,470,469,471,290,281,289,295,288,294,0,0,0
57,64,67,86,91,93,102,101,112,127,132,147,165,182,205,215,260,259,269,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,90,71,43,35,34,26,39,49,56,63,73,85,99,110,118,158,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,27,20,16,14,13,12,11,18,23,24,38,48,60,62,79,97,120,138,152,170,187,234,0,0,0,0,0,0,0,0,0,0,0
105,83,72,59,29,21,8,3,2,1,5,4,9,22,30,37,52,61,88,106,126,143,157,213,0,0,0,0,0,0,0,0,0,0
125,41,36,28,19,15,7,6,10,17,25,45,58,65,84,98,121,135,153,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,50,47,42,40,33,32,31,46,53,66,80,89,100,114,128,139,146,159,171,192,0,0,0,0,0,0,0,0,0,0,0,0,0
78,70,69,68,75,74,81,92,103,113,122,136,148,160,172,183,188,193,201,216,222,228,0,0,0,0,0,0,0,0,0,0,0,0
124,96,104,111,119,123,133,140,150,162,166,174,185,195,208,223,230,240,247,263,273,270,261,227,0,0,0,0,0,0,0,0,0,0
180,142,151,168,167,186,198,202,219,218,224,244,243,253,252,266,265,275,282,292,300,298,297,306,305,296,0,0,0,0,0,0,0,0
210,256,276,284,293,302,313,312,321,320,339,338,337,336,334,332,330,329,345,344,343,327,326,318,317,0,0,0,0,0,0,0,0,0
163,164,169,176,212,220,277,287,358,357,376,385,397,396,395,404,403,402,394,393,392,391,379,372,371,370,369,361,354,353,342,325,310,304
221,278,315,359,398,414,433,443,441,440,454,453,452,451,450,439,429,418,411,410,401,390,378,368,352,0,0,0,0,0,0,0,0,0
279,341,365,387,415,423,444,457,463,467,466,465,464,459,458,445,437,428,427,417,409,400,389,367,360,351,324,316,0,0,0,0,0,0
323,364,386,407,432,442,456,455,462,461,460,449,448,447,446,438,436,435,434,426,425,424,416,408,399,388,366,472,0,0,0,0,0,0
199,233,286,314,340,377,384,406,405,413,422,421,431,430,420,419,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
