112,106,79,96,105,118,129,157,171,186,210,220,244,237,223,224,0,0,0,0,0,0,0,0,0
80,60,59,68,78,95,128,150,170,187,211,215,222,225,226,238,253,266,268,267,259,0,0,0,0
34,36,44,51,65,71,85,104,115,127,142,159,172,183,191,199,212,214,227,0,0,0,0,0,0
22,30,42,47,57,70,86,111,134,143,165,179,203,216,228,245,229,246,0,0,0,0,0,0,0
53,31,19,10,14,21,28,43,52,48,58,87,113,135,152,166,174,189,0,0,0,0,0,0,0
16,11,7,15,23,37,49,55,91,107,132,138,154,180,193,231,0,0,0,0,0,0,0,0,0
1,2,8,12,24,32,39,61,69,81,108,133,155,204,0,0,0,0,0,0,0,0,0,0,0
5,3,4,6,17,25,45,99,156,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,13,9,18,20,27,35,46,56,62,83,102,123,148,168,195,0,0,0,0,0,0,0,0,0
54,38,26,33,41,64,67,77,94,93,110,125,146,163,176,184,206,232,0,0,0,0,0,0,0
40,50,63,76,90,103,121,137,164,177,185,197,207,234,242,248,0,0,0,0,0,0,0,0,0
75,84,92,109,126,141,158,173,182,190,209,219,235,250,255,263,272,271,276,261,254,241,240,260,239
66,74,82,100,124,140,149,169,198,201,208,236,243,256,264,280,279,283,289,288,286,0,0,0,0
73,89,114,122,145,162,175,196,233,249,262,278,277,282,290,295,301,300,311,299,310,309,0,0,0
101,120,139,167,181,205,247,275,287,298,322,329,340,328,327,321,308,270,0,0,0,0,0,0,0
98,136,161,200,230,269,285,307,294,319,326,337,336,345,348,347,346,339,338,320,0,0,0,0,0
119,153,192,217,258,274,284,316,332,341,350,342,343,344,335,325,318,0,0,0,0,0,0,0,0
72,88,97,131,151,188,213,252,265,293,297,312,313,323,330,331,333,324,317,306,0,0,0,0,0
130,144,160,178,202,221,251,257,273,281,291,292,296,302,303,314,315,304,305,353,352,0,0,0,0
