61,39,19,10,9,7,13,17,22,37,46,62,76,82,92,107,116,134,145,160,171,0,0,0,0
56,45,31,30,23,29,38,41,43,52,64,77,84,93,109,122,126,148,161,172,190,208,382,381,0
60,59,58,57,65,71,80,85,101,111,119,127,149,152,167,178,197,202,215,222,0,0,0,0,0
155,105,89,88,87,95,104,123,129,150,163,168,180,182,199,203,210,217,229,243,0,0,0,0,0
120,131,138,151,153,157,174,183,192,206,205,225,224,232,240,244,246,262,261,280,250,259,267,285,0
113,124,140,158,169,184,207,219,226,241,253,266,265,274,273,272,271,264,263,0,0,0,0,0,0
186,234,248,276,286,295,294,300,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,220,242,255,283,291,301,310,321,323,331,330,342,350,355,361,0,0,0,0,0,0,0,0,0
165,196,200,221,236,257,284,292,302,316,334,339,352,357,356,363,367,373,372,371,364,353,346,335,304
317,324,344,359,369,375,376,374,365,360,347,336,327,326,0,0,0,0,0,0,0,0,0,0,0
141,159,201,237,245,278,303,325,345,358,370,368,377,366,362,354,348,337,328,322,318,312,385,0,0
188,214,235,256,287,311,333,332,343,351,349,341,340,338,329,319,313,305,0,0,0,0,0,0,0
176,194,227,249,254,277,290,297,309,315,320,314,307,299,293,289,0,0,0,0,0,0,0,0,0
115,121,125,132,139,154,170,175,185,193,211,218,233,247,252,275,282,281,270,269,268,260,251,0,0
98,97,90,91,96,103,112,130,137,144,164,173,191,204,223,231,230,239,238,384,0,0,0,0,0
72,67,55,54,66,74,78,86,102,114,128,143,162,179,181,198,209,216,383,0,0,0,0,0,0
49,32,26,25,24,34,44,48,53,70,73,79,94,110,118,136,142,156,166,177,380,0,0,0,0
50,27,15,5,3,8,14,18,28,40,47,63,69,83,100,108,117,135,147,379,0,0,0,0,0
35,20,11,4,1,2,6,12,16,21,33,36,42,51,68,75,81,99,106,133,146,378,0,0,0
