195,200,201,202,203,207,208,218,219,209,210,220,204,205,197,193,0,0,0,0,0,0,0,0,0,0,0,0
176,178,173,166,167,151,169,170,153,154,155,156,157,158,159,160,161,144,145,135,129,125,136,140,172,0,0,0
150,133,121,111,113,97,88,89,79,81,82,83,84,91,98,99,100,92,93,94,0,0,0,0,0,0,0,0
120,87,78,56,38,39,10,41,42,17,44,23,27,31,52,73,85,101,117,130,118,131,147,175,0,0,0,0
37,5,8,11,40,58,43,21,25,26,30,33,53,74,95,108,141,0,0,0,0,0,0,0,0,0,0,0
4,1,12,14,15,19,20,22,46,48,29,50,34,36,54,67,75,104,142,0,0,0,0,0,0,0,0,0
177,165,134,96,57,7,9,13,16,18,45,24,28,49,32,35,3,55,69,77,110,143,0,0,0,0,0,0
112,105,90,80,70,71,72,59,60,47,61,62,63,51,64,65,66,68,76,86,0,0,0,0,0,0,0,0
168,152,138,139,126,127,128,122,123,124,115,106,107,116,102,103,109,119,132,423,137,0,0,0,0,0,0,0
187,188,196,189,190,191,192,183,184,180,179,174,171,162,163,146,148,149,164,0,0,0,0,0,0,0,0,0
227,228,234,246,254,255,247,248,249,237,235,230,223,221,211,212,198,199,194,185,186,181,424,0,0,0,0,0
270,289,307,315,323,326,327,318,308,300,281,282,263,258,250,240,236,233,224,217,206,0,0,0,0,0,0,0
313,331,340,362,367,378,379,380,371,363,353,354,343,329,311,293,284,267,251,244,225,425,0,0,0,0,0,0
338,360,376,389,400,401,409,410,411,412,404,397,386,373,364,348,337,320,305,286,269,259,0,0,0,0,0,0
345,359,388,393,408,416,417,420,414,406,392,375,357,330,304,268,243,0,0,0,0,0,0,0,0,0,0,0
344,358,383,387,398,407,415,421,422,418,419,413,405,391,382,374,356,336,319,303,285,266,242,0,0,0,0,0
226,278,295,349,365,384,394,399,402,403,395,396,390,385,381,372,355,347,335,310,294,265,241,232,214,215,222,216
252,287,312,339,350,361,366,368,377,369,370,351,352,346,342,334,328,309,292,264,239,231,213,0,0,0,0,0
245,279,288,296,306,314,321,322,332,333,324,316,317,297,298,290,291,299,301,302,283,277,257,238,0,0,0,0
253,260,271,272,280,273,274,275,276,261,262,256,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
