88,111,130,158,193,233,256,271,309,341,366,381,397,419,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,143,180,198,212,222,232,241,254,270,292,307,328,339,354,352,394,392,390,408,406,415,426,436,424,425,0,0,0,0,0,0
96,79,93,110,124,142,164,192,205,216,230,252,262,276,290,299,305,316,337,363,336,377,349,375,389,403,414,437,0,0,0,0
50,58,55,75,92,115,137,140,154,174,178,191,204,215,229,247,261,275,288,296,314,324,335,347,361,374,388,402,413,0,0,0
89,66,39,38,42,49,54,62,70,86,104,119,135,152,161,172,189,208,226,244,259,279,295,313,322,334,346,360,373,385,386,387
44,35,21,24,28,34,46,56,68,78,85,102,118,134,151,167,200,224,243,267,302,312,332,344,359,345,333,0,0,0,0,0
59,26,22,11,8,7,5,9,15,27,33,40,51,64,81,101,99,113,112,133,156,176,199,220,239,258,278,294,0,0,0,0
2,1,4,14,23,29,32,45,52,61,72,80,100,117,128,150,166,185,206,236,0,0,0,0,0,0,0,0,0,0,0,0
13,3,6,10,16,20,30,41,48,57,69,82,103,122,144,168,186,207,225,287,303,0,0,0,0,0,0,0,0,0,0,0
19,18,12,17,25,31,37,53,71,73,83,95,108,114,123,139,153,162,171,195,209,227,245,251,273,0,0,0,0,0,0,0
60,36,47,43,63,74,87,105,120,136,148,163,173,177,190,201,214,228,246,260,274,289,297,315,325,0,0,0,0,0,0,0
65,84,109,121,141,155,169,179,187,196,202,210,221,237,248,268,280,298,304,326,338,350,362,0,0,0,0,0,0,0,0,0
94,90,67,76,97,138,145,157,170,188,197,211,231,240,253,269,281,291,306,317,327,353,364,378,391,407,405,0,0,0,0,0
125,146,165,181,203,217,238,255,263,277,282,308,318,340,355,365,380,395,410,418,417,430,429,428,0,0,0,0,0,0,0,0
127,149,183,219,234,250,264,284,300,320,343,356,367,382,399,398,420,432,431,440,448,447,446,439,0,0,0,0,0,0,0,0
77,91,106,132,175,213,242,265,286,293,321,357,384,412,434,441,449,459,458,457,456,455,454,453,445,438,427,416,404,376,348,323
107,116,147,184,235,266,301,331,372,401,423,435,443,451,461,468,466,474,465,464,463,462,452,444,0,0,0,0,0,0,0,0
98,131,160,194,223,257,285,311,330,329,358,371,383,411,422,433,442,450,460,469,467,476,475,473,472,471,470,0,0,0,0,0
126,159,182,218,249,272,283,310,319,342,370,369,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
