241,300,323,339,359,377,386,387,388,379,371,364,365,373,375,367,368,355,345,326,302,280,270,245,0,0
254,286,310,324,340,346,362,378,395,398,396,389,391,384,380,374,366,296,295,298,289,256,399,257,231,206
276,311,341,372,383,390,392,397,385,393,381,370,357,348,337,327,308,299,281,262,0,0,0,0,0,0
200,221,242,267,305,318,336,344,347,353,354,369,356,376,349,338,328,309,290,282,271,0,0,0,0,0
222,235,261,279,297,307,319,320,321,313,314,303,291,283,263,258,247,238,232,224,0,0,0,0,0,0
186,193,205,223,230,237,246,248,249,250,252,253,251,239,233,225,219,216,0,0,0,0,0,0,0,0
154,144,146,156,158,163,164,165,170,174,175,178,183,184,190,198,197,196,195,189,0,0,0,0,0,0
136,122,104,97,87,78,79,80,81,90,101,107,113,114,129,134,149,148,160,166,0,0,0,0,0,0
121,94,69,50,41,31,28,29,33,43,53,60,61,67,82,100,112,119,128,139,159,182,0,0,0,0
47,23,12,6,7,8,13,14,18,25,32,48,57,63,73,89,99,111,124,138,0,0,0,0,0,0
68,45,22,10,4,2,3,1,5,17,21,27,42,52,59,62,72,88,106,110,127,137,0,0,0,0
84,65,35,30,19,9,11,15,16,20,24,26,40,51,56,66,77,98,105,118,126,133,157,0,0,0
93,64,54,44,34,36,37,38,39,46,49,55,58,70,71,96,109,117,125,132,147,162,0,0,0,0
120,115,108,102,91,92,83,74,75,76,85,86,95,103,116,123,130,131,145,155,169,173,177,181,0,0
150,140,141,135,142,143,151,152,153,161,167,168,172,176,180,187,188,194,0,0,0,0,0,0,0,0
179,185,191,192,201,202,203,204,207,208,209,218,210,211,212,213,214,215,0,0,0,0,0,0,0,0
171,199,220,234,240,264,265,272,293,273,284,285,287,275,277,266,268,260,255,243,236,244,227,228,229,0
217,226,259,292,315,322,329,330,331,334,332,325,317,312,306,301,294,288,278,269,0,0,0,0,0,0
274,304,316,333,350,358,360,361,363,351,352,342,343,335,0,0,0,0,0,0,0,0,0,0,0,0
