489,435,491,492,437,494,438,496,439,444,499,448,452,504,510,419,420,399,400,401,392,372,366,348,0,0,0,0,0,0,0,0,0,0
415,432,433,488,434,490,436,493,495,442,445,446,451,418,398,390,391,371,365,356,338,318,289,0,0,0,0,0,0,0,0,0,0,0
322,326,333,351,362,377,389,378,370,364,353,354,355,347,341,334,335,327,328,323,310,296,271,248,257,184,185,0,0,0,0,0,0,0
363,285,283,282,284,286,276,277,268,269,260,253,261,262,254,255,256,239,236,217,201,218,206,219,220,209,210,240,0,0,0,0,0,0
287,232,227,204,197,198,182,177,178,173,174,166,168,157,143,144,145,159,147,148,160,161,131,132,169,0,0,0,0,0,0,0,0,0
317,416,440,497,190,165,134,115,102,92,85,80,81,71,82,72,73,83,84,88,104,111,117,0,0,0,0,0,0,0,0,0,0,0
294,267,246,205,172,135,119,91,79,65,61,43,32,25,24,26,27,21,17,22,23,29,36,58,68,76,89,94,113,128,129,118,0,0
352,293,233,191,156,120,86,66,44,35,28,16,7,8,5,1,3,6,9,14,30,38,40,54,62,77,0,0,0,0,0,0,0,0
270,214,199,167,125,103,67,57,45,33,34,18,19,13,10,11,12,15,20,31,42,56,60,64,106,0,0,0,0,0,0,0,0,0
215,200,142,110,87,74,75,52,53,46,47,48,49,37,50,39,41,51,55,59,63,69,70,78,90,537,0,0,0,0,0,0,0,0
247,235,216,183,175,158,146,130,127,126,122,123,116,112,105,93,95,96,97,98,99,100,101,107,108,109,114,124,133,538,0,0,0,0
301,295,288,263,249,237,228,207,208,192,202,186,179,180,176,170,162,163,150,149,151,152,136,137,138,139,140,141,155,154,153,171,539,0
342,336,337,329,319,320,311,306,307,302,290,291,278,272,273,258,250,244,243,230,225,211,212,203,194,195,196,189,188,181,0,0,0,0
381,402,425,426,428,405,410,395,385,387,369,359,343,345,331,321,315,309,299,292,281,275,259,252,245,231,226,213,193,0,0,0,0,0
513,515,520,528,471,475,532,533,535,536,487,413,430,431,397,388,375,376,360,361,346,332,316,305,300,274,266,251,238,0,0,0,0,0
509,514,517,521,524,467,473,474,477,479,482,404,406,408,409,411,429,414,396,386,374,350,344,330,308,298,280,265,242,224,0,0,0,0
417,502,505,456,458,516,518,523,464,465,526,527,470,529,476,531,481,534,484,485,486,412,384,373,368,358,325,314,304,279,0,0,0,0
500,501,450,503,455,507,511,512,461,462,519,522,525,468,472,424,530,478,480,483,427,407,394,382,383,367,357,340,324,313,303,297,264,241
441,443,498,447,449,453,454,506,508,457,459,460,421,422,463,466,469,423,403,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
