375,380,400,429,439,447,448,456,457,458,459,451,452,441,442,436,430,422,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,365,379,391,392,399,409,418,419,410,411,401,402,394,376,371,355,319,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,281,236,245,280,304,317,334,335,347,348,366,367,368,369,370,350,351,352,337,338,353,326,311,295,282,265,266,284,267,268,287,288
196,195,206,213,212,222,225,235,237,246,247,248,249,250,252,253,254,255,238,239,226,229,227,230,231,232,240,241,242,243,0,0,0
142,149,151,150,152,156,157,158,160,161,162,169,163,170,173,174,197,181,198,199,208,209,215,216,217,218,491,0,0,0,0,0,0
109,104,91,85,76,77,70,78,79,80,81,82,93,100,110,127,137,145,153,171,175,182,490,0,0,0,0,0,0,0,0,0,0
133,92,59,43,37,30,19,20,21,25,32,38,45,50,55,65,87,106,128,138,166,489,0,0,0,0,0,0,0,0,0,0,0
105,63,48,31,13,9,1,2,3,4,11,12,16,26,40,51,67,88,107,119,0,0,0,0,0,0,0,0,0,0,0,0,0
143,99,71,54,44,33,14,10,5,6,7,8,15,18,24,35,41,46,52,57,72,89,95,113,488,184,0,0,0,0,0,0,0
83,64,49,39,34,27,22,17,23,28,29,36,42,47,53,58,68,73,96,102,121,139,154,0,0,0,0,0,0,0,0,0,0
164,126,101,86,66,56,60,61,62,69,75,74,84,90,97,98,103,108,117,125,130,140,146,0,0,0,0,0,0,0,0,0,0
165,144,134,129,118,111,112,114,115,116,120,122,123,124,131,135,132,136,141,147,148,155,167,168,172,180,179,190,210,178,0,0,0
214,207,200,183,176,177,185,186,187,188,189,192,191,193,194,202,205,201,204,203,211,221,220,219,224,0,0,0,0,0,0,0,0
283,285,269,270,271,289,290,291,293,272,273,274,276,275,278,277,279,264,263,261,262,260,259,258,244,234,0,0,0,0,0,0,0
223,256,306,320,328,329,356,357,358,359,360,361,342,343,363,346,344,345,332,333,323,322,316,315,309,303,302,301,292,257,233,0,0
294,325,327,386,395,404,412,423,424,425,414,427,416,417,407,408,398,390,389,384,378,374,364,331,321,314,308,300,0,0,0,0,0
354,382,385,421,431,443,444,453,462,463,465,467,468,455,446,438,434,428,415,406,397,388,377,373,362,341,330,313,307,299,0,0,0
336,381,420,440,460,471,478,484,486,481,475,464,466,445,432,433,426,413,405,396,387,383,372,340,0,0,0,0,0,0,0,0,0
305,349,393,435,449,469,476,477,482,483,479,472,473,461,454,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
