357,356,350,351,343,344,345,334,335,336,299,277,278,279,269,300,309,287,288,289,290,310,324,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,445,435,436,437,438,439,428,429,430,414,394,395,387,388,376,377,370,366,358,359,360,361,352,362,363,367,372,381,398,399,0,0,0,0,0,0,0,0,0,0,0,0
486,492,499,500,519,520,521,522,501,502,503,487,478,479,473,474,475,469,453,454,455,448,457,449,458,459,460,470,461,462,450,441,423,402,390,373,364,346,353,365,0,0,0
544,545,557,567,568,569,570,572,558,559,547,539,540,541,542,528,529,530,531,532,523,505,489,481,471,463,442,432,424,405,0,0,0,0,0,0,0,0,0,0,0,0,0
427,472,526,546,571,582,587,592,593,603,604,605,594,596,597,583,584,574,576,561,550,537,512,482,464,451,433,425,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,447,493,534,548,549,588,589,595,606,607,608,609,610,598,599,600,601,602,590,591,585,586,581,566,554,538,525,496,483,465,452,434,0,0,0,0,0,0,0,0,0,0
468,494,527,535,560,573,575,577,578,579,580,562,563,564,565,551,552,553,555,556,543,533,518,498,476,466,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,456,480,488,495,504,506,507,508,509,524,510,511,513,514,515,516,517,497,490,491,484,485,477,467,444,426,413,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,371,379,380,396,397,415,416,417,418,420,421,422,400,401,403,404,406,407,409,410,411,412,391,392,383,385,386,384,382,375,368,355,354,0,0,0,0,0,0,0,0,0
339,325,326,327,328,329,311,312,313,301,302,291,314,316,317,304,306,307,321,322,332,333,340,342,347,348,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,280,265,248,231,219,220,207,208,193,194,195,197,198,199,200,201,210,212,225,227,228,229,234,243,244,253,262,274,283,296,297,308,320,331,0,0,0,0,0,0,0,0
230,216,179,172,154,138,120,113,114,101,103,104,105,106,115,116,123,127,131,132,143,156,158,164,170,176,184,190,213,233,252,267,273,285,295,305,330,0,0,0,0,0,0
150,118,110,88,75,57,54,47,40,41,35,43,44,48,50,56,61,62,77,83,91,92,107,126,128,157,163,175,189,226,242,261,272,294,319,0,0,0,0,0,0,0,0
95,79,66,32,27,19,14,10,4,5,6,7,12,16,17,29,36,45,49,60,68,82,90,98,124,125,142,169,183,211,241,251,271,0,0,0,0,0,0,0,0,0,0
323,276,256,178,144,109,94,64,52,39,21,18,13,8,9,1,2,3,11,15,20,28,42,55,59,76,89,102,122,130,141,168,182,209,240,260,0,0,0,0,0,0,0
99,84,63,51,37,38,30,31,22,23,24,25,26,33,34,46,53,58,67,81,97,112,121,129,155,162,174,196,224,239,259,282,0,0,0,0,0,0,0,0,0,0,0
298,235,133,117,108,93,85,86,78,69,65,70,71,72,73,74,80,87,96,100,111,119,139,140,161,173,181,188,192,223,250,611,0,0,0,0,0,0,0,0,0,0,0
191,185,186,177,171,165,166,159,145,146,147,148,134,135,136,137,149,151,152,153,160,167,180,187,202,203,204,205,206,221,222,232,238,249,258,270,266,281,292,315,303,293,318
286,284,275,268,263,264,254,255,245,246,236,214,215,217,218,237,247,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
