101,83,29,23,13,7,5,4,11,17,19,37,47,57,71,80,89,98,104,188,451,455,456,0,0,0,0,0,0
145,75,53,42,25,15,9,3,1,2,10,16,30,43,50,70,76,84,93,103,123,136,152,0,0,0,0,0,0
56,41,24,14,8,6,12,18,20,31,44,58,77,94,111,132,153,166,179,192,452,0,0,0,0,0,0,0,0
96,88,87,55,49,40,28,22,21,26,33,38,48,54,63,85,120,137,159,176,187,196,208,454,457,0,0,0,0
69,68,61,60,66,73,82,91,100,125,129,140,162,189,204,215,0,0,0,0,0,0,0,0,0,0,0,0,0
102,118,110,109,116,115,114,122,128,131,134,142,147,161,168,181,198,210,223,237,241,0,0,0,0,0,0,0,0
135,144,149,156,165,169,174,177,184,195,199,206,218,226,231,238,249,254,259,266,272,277,285,288,458,0,0,0,0
170,157,175,185,201,213,233,244,252,255,261,275,274,280,291,302,301,316,320,315,314,313,310,308,319,305,0,0,0
207,239,256,282,293,321,329,344,355,368,367,376,375,374,363,360,349,341,340,333,0,0,0,0,0,0,0,0,0
228,253,284,318,325,335,385,401,411,423,430,429,428,427,420,418,408,399,398,391,384,383,373,359,346,338,0,0,0
234,263,295,336,369,386,402,424,432,438,448,446,450,449,442,436,435,434,426,413,406,404,395,389,387,380,357,337,0
214,245,283,294,324,356,378,393,410,431,437,447,445,444,443,441,440,439,433,425,412,405,403,394,388,381,379,370,0
220,262,287,317,323,343,377,392,400,409,422,421,419,417,416,415,414,407,397,396,390,382,372,371,358,345,330,459,0
191,212,232,251,268,281,292,322,328,334,354,353,366,352,365,364,362,361,351,350,348,347,339,332,331,327,326,0,0
151,164,178,190,200,219,227,243,250,260,267,273,279,278,286,290,300,289,299,298,312,311,309,307,306,304,303,297,296
143,148,155,163,173,183,182,194,205,211,217,225,224,230,242,248,247,258,265,264,271,270,269,0,0,0,0,0,0
117,108,107,106,113,121,127,130,126,133,139,141,150,154,160,167,172,180,197,209,222,236,246,0,0,0,0,0,0
92,79,74,67,65,64,72,81,86,95,97,105,112,124,138,146,158,171,186,193,202,221,229,235,240,257,276,0,0
62,52,46,39,36,35,27,34,32,45,51,59,78,90,99,119,0,0,0,0,0,0,0,0,0,0,0,0,0
