345,364,373,395,400,404,399,394,393,387,382,370,352,347,332,321,0,0,0,0,0,0,0,0,0,0
344,363,372,381,380,379,378,371,362,353,341,326,317,296,290,277,0,0,0,0,0,0,0,0,0,0
306,314,300,312,320,324,330,336,335,329,334,328,322,308,301,294,287,270,250,234,239,230,177,0,0,0
248,254,265,275,285,274,273,284,283,282,281,272,263,255,253,245,241,226,215,201,200,210,209,198,197,189
219,217,216,213,206,205,195,194,193,186,185,180,179,173,167,166,159,158,157,156,150,171,0,0,0,0
175,163,149,136,131,124,119,118,111,110,100,99,98,97,109,117,116,122,120,130,129,128,132,412,411,0
214,165,134,106,75,65,57,51,41,40,36,39,45,55,54,68,73,77,85,94,0,0,0,0,0,0
126,113,76,59,31,24,16,10,9,8,7,12,22,27,34,38,61,70,0,0,0,0,0,0,0,0
182,138,127,81,60,32,17,11,5,2,1,4,3,6,18,26,33,43,82,0,0,0,0,0,0,0
155,139,114,80,67,42,37,29,25,23,21,15,14,13,20,19,28,30,35,44,53,62,83,0,0,0
188,170,137,125,93,79,72,66,64,58,52,50,49,48,47,46,56,63,69,71,74,78,84,95,0,0
220,208,187,176,164,154,133,112,105,104,103,102,92,91,101,90,89,88,87,86,96,108,107,115,123,121
237,233,228,218,207,196,181,174,169,168,162,161,160,153,152,151,148,147,146,145,144,143,142,141,140,135
267,266,276,264,256,247,243,232,236,227,224,223,212,204,203,202,192,191,184,178,172,0,0,0,0,0
305,304,313,311,310,309,303,299,298,292,280,279,271,262,261,260,252,246,242,235,225,222,211,190,183,0
338,349,359,358,357,356,355,343,333,323,319,302,291,288,278,259,251,240,231,221,199,0,0,0,0,0
350,367,384,389,388,383,377,366,354,348,342,327,318,297,293,286,258,249,238,0,0,0,0,0,0,0
315,365,391,401,407,406,405,402,398,392,386,376,369,361,340,325,316,307,295,289,268,257,244,229,0,0
351,374,390,408,410,409,403,397,396,385,375,368,360,346,339,269,0,0,0,0,0,0,0,0,0,0
