296,303,304,305,297,306,307,308,309,342,335,311,312,344,322,323,337,324,325,313,314,298,281,269,251,241,0,0,0,0,0,0,0,0,0,0,0,0
249,243,250,244,236,221,222,223,224,225,226,227,228,229,237,230,238,245,239,240,231,217,218,204,184,166,160,120,121,122,176,161,168,178,185,200,213,234
333,248,209,189,173,158,152,140,141,128,142,129,130,117,131,132,133,143,153,144,145,146,147,135,119,0,0,0,0,0,0,0,0,0,0,0,0,0
253,188,171,150,115,100,91,83,76,66,67,68,58,59,60,69,70,71,72,73,77,78,79,81,85,86,97,105,123,148,207,215,208,216,536,0,0,0
90,54,55,46,42,36,33,24,25,26,18,27,19,28,34,37,39,43,74,87,98,107,124,149,163,179,0,0,0,0,0,0,0,0,0,0,0,0
95,89,64,45,31,21,13,6,7,8,1,2,3,4,5,12,16,30,35,44,63,88,99,114,138,156,164,0,0,0,0,0,0,0,0,0,0,0
180,125,92,65,41,38,32,22,17,23,14,9,10,11,15,20,29,40,62,106,137,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,186,170,139,108,93,94,82,75,56,57,47,52,48,49,50,51,53,61,80,84,96,113,136,155,169,214,0,0,0,0,0,0,0,0,0,0,0
187,172,165,157,151,126,127,116,109,110,101,102,111,103,112,104,118,134,154,159,167,175,199,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,242,235,220,201,202,203,190,191,192,193,194,181,195,182,183,196,197,198,205,211,212,219,232,233,246,0,0,0,0,0,0,0,0,0,0,0,0
294,287,295,302,279,288,280,274,275,276,277,267,268,262,263,264,265,254,255,256,257,258,259,260,261,0,0,0,0,0,0,0,0,0,0,0,0,0
356,357,373,374,375,376,360,361,362,349,350,351,343,336,326,327,315,316,317,299,289,290,291,282,283,278,0,0,0,0,0,0,0,0,0,0,0,0
392,428,431,438,447,448,449,450,451,452,453,440,441,442,432,424,418,409,411,395,385,378,365,366,353,345,339,329,330,318,300,284,271,0,0,0,0,0
464,465,521,523,525,527,490,530,496,500,503,506,510,478,472,461,455,443,434,426,412,399,379,367,354,340,332,293,273,0,0,0,0,0,0,0,0,0
520,522,526,528,531,495,499,532,533,507,512,514,518,480,483,463,457,436,420,413,389,368,370,348,321,0,0,0,0,0,0,0,0,0,0,0,0,0
474,485,524,487,488,491,493,497,501,505,508,511,515,517,519,482,484,473,458,445,437,422,415,400,372,347,319,301,286,266,272,0,0,0,0,0,0,0
429,430,475,486,489,529,492,494,498,502,504,509,534,513,516,479,481,462,456,435,427,421,414,391,371,341,320,285,270,0,0,0,0,0,0,0,0,0
423,439,446,466,467,468,469,476,477,470,471,459,460,454,444,433,425,419,397,398,386,387,388,390,380,369,355,346,331,292,0,0,0,0,0,0,0,0
334,358,381,382,401,393,402,403,417,404,405,406,407,408,410,394,383,396,384,377,363,364,352,338,328,0,0,0,0,0,0,0,0,0,0,0,0,0
