197,163,139,131,113,103,93,73,82,80,79,101,112,130,147,171,180,193,204,219,246,245,203,144,77,61,53,44,34,33,43,50,70,75,96,115,142,141,143,720,721,724,726,0,0,0,0,0
81,57,37,14,9,3,1,2,6,13,28,48,72,92,120,244,109,76,52,26,19,11,17,25,42,59,74,106,122,152,187,201,226,271,723,0,0,0,0,0,0,0,0,0,0,0,0,0
138,102,67,36,20,8,7,5,4,12,27,45,71,91,118,145,241,190,124,86,60,41,32,31,30,39,49,68,83,105,150,184,211,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,137,100,66,64,55,47,46,54,63,62,90,98,117,135,154,123,107,85,84,94,104,121,132,149,183,209,237,270,303,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,179,178,177,185,200,199,210,225,251,259,283,292,318,319,351,361,383,394,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,148,129,128,119,126,136,134,166,165,191,207,214,240,254,263,262,261,260,284,293,310,332,352,362,371,370,393,406,407,417,418,435,453,454,729,727,0,0,0,0,0,0,0,0,0,0,0
250,236,223,222,221,220,218,215,231,230,229,239,238,253,264,273,274,286,287,288,322,354,395,419,455,465,491,510,509,523,522,521,520,507,508,489,490,730,0,0,0,0,0,0,0,0,0,0
315,364,377,404,414,430,428,443,442,441,440,439,438,426,425,424,411,397,398,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,305,314,329,327,326,325,345,343,342,340,338,336,335,337,339,341,323,344,324,373,423,482,512,552,566,582,614,613,629,628,626,625,624,623,610,609,594,581,564,549,534,0,0,0,0,0,0
392,415,448,460,487,505,530,528,542,559,558,557,555,553,537,526,525,514,502,500,484,466,456,427,412,389,375,399,437,497,536,584,616,642,671,685,700,699,698,696,694,683,682,668,655,638,611,595
461,532,592,606,621,634,649,648,647,646,618,617,604,571,554,538,515,486,468,400,457,485,539,569,602,644,660,677,706,705,704,715,713,711,710,702,701,684,670,657,639,630,596,0,0,0,0,0
450,475,518,576,607,635,664,680,689,688,687,686,678,662,633,619,589,573,541,469,401,501,585,643,675,703,714,712,719,718,717,716,709,708,697,695,669,656,627,612,731,0,0,0,0,0,0,0
416,451,488,547,593,608,637,654,667,666,665,652,651,622,605,591,560,529,504,447,459,503,540,572,603,632,645,661,659,676,674,673,672,658,641,640,631,615,597,565,550,0,0,0,0,0,0,0
347,402,470,516,527,556,570,588,587,586,601,600,599,598,583,568,567,551,535,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,348,381,433,452,479,519,548,563,562,580,578,577,575,561,546,545,531,517,506,472,432,431,403,391,446,445,376,390,413,429,444,458,467,483,499,498,496,513,495,494,511,493,492,480,436,725,0
330,360,382,405,434,464,463,478,477,476,474,473,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,309,317,331,350,349,359,358,369,368,367,380,379,366,378,365,357,356,295,304,313,328,346,355,363,374,387,386,396,410,409,422,421,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,257,258,269,268,267,266,282,281,280,291,290,301,300,299,298,307,297,296,279,278,277,289,233,216,234,232,242,255,265,276,275,285,294,312,321,334,353,0,0,0,0,0,0,0,0,0,0
206,198,182,176,175,174,164,162,173,172,181,195,205,208,224,235,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,533,579,636,653,681,693,692,691,690,679,663,650,620,590,574,543,471,167,125,97,51,18,16,10,15,24,40,69,95,114,151,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,38,23,22,21,29,35,56,65,78,111,127,160,170,217,243,192,169,159,146,158,157,156,155,168,189,202,213,212,227,252,272,311,333,372,385,384,728,0,0,0,0,0,0,0,0,0,0
110,99,89,88,87,108,116,133,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
