379,361,325,367,355,327,292,269,246,227,206,178,118,98,119,108,109,120,110,111,112,113,114,121,129,147,155,0,0,0,0,0,0,0,0
415,402,394,380,336,313,305,279,253,229,215,208,192,193,179,171,172,180,181,194,217,218,231,239,240,0,0,0,0,0,0,0,0,0,0
449,447,439,425,416,403,389,374,343,328,314,299,293,281,282,283,270,271,272,273,274,261,241,249,242,224,184,173,160,175,0,0,0,0,0
477,478,483,479,471,463,455,450,448,433,430,421,417,404,395,385,381,369,363,349,338,331,316,317,308,296,286,263,255,243,232,225,214,201,202
507,508,509,510,511,512,497,490,484,472,473,470,467,451,443,431,419,411,400,387,364,350,332,318,301,287,264,257,251,245,573,572,0,0,0
531,543,544,545,537,538,532,528,517,503,491,485,474,459,445,397,383,365,352,334,309,297,576,575,0,0,0,0,0,0,0,0,0,0,0
500,522,530,536,542,556,560,566,568,562,563,557,554,552,540,529,519,504,493,481,461,435,413,392,371,581,580,579,577,574,0,0,0,0,0
561,567,569,570,571,564,565,558,559,555,553,541,535,525,521,506,489,476,462,437,414,393,377,359,578,0,0,0,0,0,0,0,0,0,0
495,526,523,527,546,547,548,549,550,551,539,533,534,524,520,518,505,494,482,468,454,438,420,398,378,354,303,0,0,0,0,0,0,0,0
469,496,501,513,514,515,516,502,498,499,492,488,486,480,475,460,446,436,429,424,408,388,372,360,341,324,304,0,0,0,0,0,0,0,0
440,441,464,465,466,456,457,458,452,453,444,434,432,428,423,412,407,391,376,366,353,340,335,323,312,290,0,0,0,0,0,0,0,0,0
426,427,422,418,409,410,405,406,399,396,390,386,382,375,370,357,358,351,346,339,333,322,310,311,302,288,289,277,265,258,0,0,0,0,0
384,368,356,348,344,345,337,329,330,321,315,306,307,300,294,295,284,285,275,276,262,254,256,250,244,233,234,235,226,0,0,0,0,0,0
342,320,298,280,260,247,248,238,230,221,222,223,216,209,210,211,195,196,197,198,199,182,183,185,187,188,190,204,219,236,0,0,0,0,0
278,259,207,228,167,159,153,154,144,145,146,127,128,130,131,132,122,123,133,134,135,136,137,138,148,149,162,176,203,0,0,0,0,0,0
170,143,90,99,82,84,63,64,42,44,46,65,67,69,3,70,71,72,73,85,86,91,100,101,103,117,140,150,163,189,0,0,0,0,0
373,319,191,177,59,5,7,10,13,16,19,23,26,29,2,33,36,47,50,52,74,76,87,92,94,104,124,141,0,0,0,0,0,0,0
326,267,205,165,105,95,60,4,6,9,11,14,17,21,22,25,27,30,32,35,37,39,49,53,75,77,88,58,93,102,116,139,161,0,0
347,291,266,237,164,156,106,96,80,61,8,12,15,18,20,24,28,31,34,38,48,51,54,55,56,57,78,79,89,115,0,0,0,0,0
401,362,268,252,220,169,157,142,107,97,81,83,62,41,43,45,66,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
