163,188,213,246,250,278,290,310,318,335,357,368,375,384,396,408,0,0,0,0,0,0,0,0,0,0,0
136,151,182,204,225,258,289,316,328,343,356,366,382,390,406,415,421,422,420,418,419,411,413,403,404,388,0
94,99,132,156,186,224,257,288,309,334,342,355,374,381,389,395,407,416,417,409,410,412,414,394,0,0,0
120,135,162,187,212,233,249,277,294,317,344,367,383,391,397,398,399,400,401,402,392,393,387,373,0,0,0
76,77,95,101,137,143,166,193,214,234,247,251,272,291,295,320,336,369,376,377,385,386,378,379,380,371,429
67,80,106,121,144,152,168,189,206,217,226,260,281,303,321,337,348,350,351,352,354,0,0,0,0,0,0
57,62,40,41,50,69,88,107,118,139,157,178,200,229,237,253,274,298,305,314,323,325,428,0,0,0,0
22,24,32,36,44,64,81,103,109,128,149,169,201,218,230,238,256,270,285,300,0,0,0,0,0,0,0
7,13,9,18,25,29,42,53,60,74,93,114,129,146,170,179,196,220,240,264,425,0,0,0,0,0,0
3,10,14,15,31,38,47,65,78,97,111,130,141,154,172,185,211,423,0,0,0,0,0,0,0,0,0
2,1,5,12,21,35,48,56,70,83,104,115,124,147,160,175,191,203,222,424,0,0,0,0,0,0,0
8,4,6,11,16,20,27,34,39,54,66,75,84,105,116,131,148,161,181,192,221,232,245,0,0,0,0
23,28,17,19,26,30,37,46,61,72,90,98,112,123,142,155,165,180,197,210,231,244,265,271,287,427,426
85,58,63,49,33,43,52,45,59,73,82,96,110,122,134,150,171,184,202,219,239,248,263,276,286,301,308
86,68,51,55,71,89,92,127,133,145,159,174,195,207,223,243,255,269,284,299,307,326,327,0,0,0,0
87,91,113,119,140,158,173,190,199,209,228,242,254,262,275,283,293,306,315,324,333,340,341,0,0,0,0
117,126,153,177,183,198,208,227,241,261,268,282,297,304,313,322,331,332,338,339,353,364,372,365,0,0,0
79,102,125,164,167,194,216,236,252,267,280,292,296,312,330,346,359,360,347,361,349,362,363,370,0,0,0
100,108,138,176,205,215,235,259,266,279,302,311,319,329,345,358,0,0,0,0,0,0,0,0,0,0,0
