50,28,14,6,1,4,10,12,21,22,26,36,43,53,141,150,161,151,153,143,144,162,163,187,206,238,256,259,0,0,0,0,0,0,0,0,0,0,0,0,0
83,67,54,27,19,15,7,2,8,17,20,25,47,48,65,100,109,110,123,131,155,172,188,207,222,248,267,284,312,345,0,0,0,0,0,0,0,0,0,0,0
62,45,38,29,30,32,40,41,57,60,90,116,117,168,169,185,177,186,195,204,220,246,247,265,292,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,133,111,105,97,93,84,76,68,69,71,73,78,85,86,95,98,106,115,138,149,167,190,217,210,218,231,244,252,264,282,303,311,328,342,362,382,402,433,628,629
181,174,157,145,147,134,135,136,158,159,160,175,182,183,193,209,263,277,289,297,302,309,326,333,357,369,391,392,429,440,0,0,0,0,0,0,0,0,0,0,0
223,224,225,212,213,214,226,227,228,229,234,235,240,242,243,258,269,325,340,353,368,374,390,415,428,439,447,448,471,472,483,494,495,458,450,631,630,0,0,0,0
280,281,287,294,300,301,307,313,315,316,323,324,332,426,438,457,492,503,516,530,538,539,540,551,541,542,543,544,532,0,0,0,0,0,0,0,0,0,0,0,0
321,334,346,355,366,372,379,385,397,398,407,408,410,412,399,388,389,481,536,550,566,582,583,594,595,596,587,573,574,568,569,560,533,545,0,0,0,0,0,0,0
285,320,364,378,420,436,451,452,453,464,477,466,467,468,455,456,515,548,564,592,593,600,611,613,614,615,620,621,618,603,597,590,575,561,546,0,0,0,0,0,0
359,404,443,461,486,497,499,508,510,512,513,500,501,489,534,580,599,606,612,619,624,625,622,623,610,605,577,562,0,0,0,0,0,0,0,0,0,0,0,0,0
330,377,405,430,462,463,487,498,507,509,511,521,522,514,502,490,523,535,549,565,581,601,602,607,616,617,608,609,604,598,591,578,563,0,0,0,0,0,0,0,0
335,365,384,406,421,437,444,454,465,478,488,479,480,469,445,491,524,537,559,567,571,572,584,585,586,588,589,576,579,570,558,0,0,0,0,0,0,0,0,0,0
286,306,336,347,360,367,373,380,386,409,411,422,423,424,425,413,414,400,427,431,446,470,482,493,504,517,525,526,531,552,553,554,555,556,557,547,529,0,0,0,0
250,268,288,295,296,308,314,322,331,337,338,348,349,350,351,352,339,356,375,376,401,416,417,432,449,473,474,484,505,506,518,519,520,527,528,0,0,0,0,0,0
198,215,199,208,216,230,236,241,251,257,261,262,270,271,272,273,274,275,276,290,298,310,327,341,358,361,381,393,403,418,434,441,459,475,485,476,496,0,0,0,0
165,146,125,112,113,114,126,137,148,166,176,184,189,191,194,200,201,202,203,219,232,237,254,278,291,304,317,329,354,370,394,419,435,0,0,0,0,0,0,0,0
102,94,77,70,72,74,79,80,87,88,96,99,103,107,118,119,128,142,152,170,171,178,192,205,233,255,266,283,318,343,371,395,442,0,0,0,0,0,0,0,0
63,56,51,39,31,33,34,35,42,49,52,58,61,75,82,89,92,104,120,130,245,154,164,173,196,221,249,260,293,319,344,363,383,626,627,460,0,0,0,0,0
55,46,24,16,3,5,9,11,13,18,23,37,44,59,66,81,91,101,108,129,121,122,124,132,156,179,197,211,239,279,305,396,0,0,0,0,0,0,0,0,0
