34,17,4,13,9,10,28,27,25,40,51,69,75,90,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,37,38,7,6,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,204,129,119,98,88,71,59,53,48,44,23,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,192,169,152,130,102,77,67,49,45,39,24,22,21,35,33,32,31,43,47,64,76,91,103,124,138,162,179,196,208,241,0,0,0,0
226,187,136,122,93,78,68,66,62,61,60,58,57,56,65,73,72,86,104,111,132,157,168,191,202,224,253,264,270,0,0,0,0,0,0
266,244,205,188,153,139,135,127,121,120,109,108,115,107,106,114,113,117,125,134,146,160,172,197,209,232,0,0,0,0,0,0,0,0,0
249,238,227,213,212,200,193,186,185,184,183,182,177,176,174,181,199,198,211,210,235,248,254,261,265,281,280,285,556,0,0,0,0,0,0
315,314,306,305,294,293,292,290,287,284,277,276,283,275,274,273,272,271,282,286,289,291,0,0,0,0,0,0,0,0,0,0,0,0,0
353,359,365,364,385,384,383,382,381,379,378,373,372,363,358,352,347,341,340,337,333,332,331,330,334,558,0,0,0,0,0,0,0,0,0
342,374,409,433,432,455,465,464,477,476,475,474,462,454,453,444,438,430,429,420,413,395,361,356,346,0,0,0,0,0,0,0,0,0,0
431,463,494,500,515,514,521,532,531,520,519,512,503,493,485,484,451,427,406,394,369,350,0,0,0,0,0,0,0,0,0,0,0,0,0
380,414,439,499,505,533,536,542,541,549,555,554,553,548,539,538,529,518,508,497,491,483,442,426,412,403,376,349,345,0,0,0,0,0,0
422,452,488,504,513,530,535,540,547,546,545,552,551,550,544,543,537,534,524,507,502,496,490,487,482,460,441,425,411,402,0,0,0,0,0
408,421,443,473,492,498,511,510,509,528,527,526,525,523,522,517,516,506,501,495,489,486,478,466,458,447,435,424,416,405,390,368,0,0,0
404,407,417,419,428,437,436,450,449,461,472,471,470,481,480,479,469,468,467,459,457,456,446,445,440,434,423,418,415,410,396,389,367,355,344
338,351,357,362,371,377,370,393,392,391,401,400,399,398,397,388,387,386,375,366,360,354,348,343,339,335,336,0,0,0,0,0,0,0,0
304,303,302,301,300,299,298,313,312,311,329,328,310,309,308,327,326,325,324,322,321,320,318,316,317,319,323,307,295,296,297,0,0,0,0
256,255,243,242,234,233,225,223,222,221,220,219,218,217,216,215,230,229,246,239,245,251,250,258,263,262,267,268,269,278,279,288,557,0,0
236,203,180,173,166,163,156,150,149,145,137,144,143,142,141,148,147,154,161,164,170,189,194,206,228,240,247,252,259,0,0,0,0,0,0
175,167,151,133,128,112,101,97,92,85,84,83,82,81,80,89,95,94,99,116,123,131,140,155,159,165,171,190,195,201,207,214,231,0,0
178,158,126,118,105,87,70,55,52,46,42,26,41,50,54,63,74,79,100,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
