333,342,351,381,391,404,408,429,428,442,450,451,461,462,463,452,453,454,446,447,455,457,0,0,0,0,0,0,0,0,0,0,0,0
296,343,392,397,423,436,458,456,466,472,478,479,496,480,498,497,481,482,483,484,473,474,467,449,430,409,0,0,0,0,0,0,0,0
393,416,443,448,464,475,485,486,502,503,504,505,506,507,499,487,500,488,476,468,465,444,424,405,398,388,382,334,306,0,0,0,0,0
226,262,277,329,371,400,406,459,469,477,490,489,491,501,493,492,494,495,471,470,460,431,410,399,395,389,370,359,0,0,0,0,0,0
331,362,373,402,407,412,417,433,434,435,441,440,439,445,438,437,432,425,411,401,390,383,372,360,344,335,0,0,0,0,0,0,0,0
249,278,279,299,300,303,304,321,322,337,338,346,347,355,354,364,363,377,376,375,374,361,353,345,336,330,320,0,0,0,0,0,0,0
167,181,182,189,190,192,193,200,201,212,213,230,231,235,243,244,250,257,265,264,271,280,286,292,291,298,297,290,0,0,0,0,0,0
133,124,118,113,114,119,120,126,127,139,147,146,157,162,175,183,191,211,234,242,248,256,263,270,285,0,0,0,0,0,0,0,0,0
221,328,86,74,61,62,53,54,55,63,72,76,75,83,91,96,107,125,137,150,174,188,206,222,229,0,0,0,0,0,0,0,0,0
85,70,43,29,18,19,20,21,30,31,35,44,49,46,71,82,94,106,123,136,156,168,180,187,228,0,0,0,0,0,0,0,0,0
80,41,27,10,1,2,7,6,11,17,28,34,42,48,60,69,81,90,100,117,132,144,155,173,186,227,0,0,0,0,0,0,0,0
40,37,15,3,4,5,8,9,16,26,33,38,45,52,68,79,89,93,99,112,131,143,154,166,179,199,220,241,0,0,0,0,0,0
67,47,36,23,24,14,12,13,22,25,32,39,51,66,78,88,95,98,111,130,142,153,165,178,198,210,225,0,0,0,0,0,0,0
77,65,58,59,50,57,56,64,73,84,87,92,97,110,129,135,141,152,160,172,185,197,209,224,240,247,261,269,0,0,0,0,0,0
149,148,109,105,104,103,101,102,108,115,116,121,128,134,140,151,159,164,171,177,195,196,205,218,223,233,246,255,260,268,276,295,0,0
163,158,170,169,176,184,194,202,207,214,215,232,238,239,245,252,253,258,259,273,274,284,288,289,294,0,0,0,0,0,0,0,0,0
204,203,217,216,237,236,251,266,267,281,287,293,301,302,305,308,309,310,325,311,312,327,313,314,332,315,316,317,318,319,358,352,0,0
254,272,282,307,323,339,349,348,365,366,378,379,384,385,386,387,380,368,357,350,341,0,0,0,0,0,0,0,0,0,0,0,0,0
208,219,275,283,326,324,356,367,396,403,413,418,419,426,427,420,421,422,414,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
