110,125,144,161,177,187,204,209,212,231,240,254,260,261,262,0,0,0,0,0,0,0,0,0,0,0,0,0
96,101,118,132,142,157,167,172,183,186,203,213,219,227,232,0,0,0,0,0,0,0,0,0,0,0,0,0
65,74,80,85,98,106,117,124,136,143,158,168,173,188,197,215,247,255,414,303,321,322,313,0,0,0,0,0
46,55,60,64,41,45,51,68,76,86,95,107,119,133,145,162,178,198,228,234,263,264,271,289,281,297,305,314
26,31,16,21,25,24,34,42,52,61,69,81,88,102,111,126,146,159,153,189,235,248,0,0,0,0,0,0
53,35,5,4,8,13,17,22,32,43,56,66,77,90,99,127,148,164,190,210,272,290,0,0,0,0,0,0
40,18,9,2,1,3,6,14,19,27,36,47,57,70,82,103,123,149,174,201,0,0,0,0,0,0,0,0
37,23,10,7,11,12,15,20,29,38,48,58,71,84,97,109,128,150,176,202,0,0,0,0,0,0,0,0
28,30,33,39,44,54,72,78,92,100,114,129,137,155,179,192,217,242,258,0,0,0,0,0,0,0,0,0
49,50,59,63,73,79,87,105,115,130,141,160,170,193,205,223,236,250,265,273,293,306,292,282,0,0,0,0
62,67,75,93,94,104,116,131,139,151,166,182,194,207,211,225,237,251,266,275,294,298,307,0,0,0,0,0
112,113,138,140,156,171,180,181,195,208,218,226,230,239,238,244,253,268,277,276,284,299,309,317,324,330,334,333
83,91,154,185,206,224,229,243,252,267,285,301,300,310,319,326,331,335,342,351,362,361,359,340,0,0,0,0
135,169,191,222,249,274,283,308,318,325,336,343,353,352,364,363,373,372,385,384,382,369,0,0,0,0,0,0
175,221,257,291,315,316,329,341,350,360,371,370,383,402,401,400,399,413,398,397,381,368,348,349,0,0,0,0
122,165,200,220,256,280,304,323,328,339,358,366,379,378,394,395,409,408,407,406,411,412,410,396,380,367,347,0
121,163,199,233,270,279,296,312,332,338,345,365,356,375,388,376,390,391,403,404,405,393,392,377,357,346,0,0
147,184,216,246,269,287,311,327,337,344,354,355,374,386,387,389,0,0,0,0,0,0,0,0,0,0,0,0
89,108,120,134,152,196,214,241,245,259,278,286,295,302,320,0,0,0,0,0,0,0,0,0,0,0,0,0
