105,92,62,65,20,23,27,28,31,34,75,77,78,79,80,82,96,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,165,107,87,24,2,33,36,37,39,40,41,81,83,84,89,103,123,139,155,0,0,0,0,0,0,0,0,0,0,0,0,0
242,203,181,172,159,153,137,116,117,108,118,109,110,111,119,124,138,147,162,170,178,201,185,223,192,190,205,265,262,261,260,0,0
251,263,287,273,268,257,252,253,243,220,221,222,204,196,198,191,200,202,206,224,237,248,255,254,247,246,236,235,234,233,232,245,0
330,331,332,325,314,315,307,298,290,291,292,293,282,283,277,271,267,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,369,379,387,388,389,390,382,366,360,355,342,334,327,308,299,289,281,280,276,468,466,0,0,0,0,0,0,0,0,0,0,0
312,362,386,399,413,419,434,436,437,438,428,429,420,421,411,402,393,372,354,345,338,326,316,297,469,0,0,0,0,0,0,0,0
406,432,447,450,459,461,453,454,445,443,439,410,396,371,359,351,337,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,416,448,462,463,465,464,460,451,452,442,435,414,401,381,365,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,394,403,424,440,444,455,456,457,458,449,446,441,433,418,409,400,392,380,370,358,349,341,471,472,0,0,0,0,0,0,0,0
384,397,405,415,422,423,430,431,425,426,427,417,412,407,408,404,395,391,378,364,353,348,344,340,336,324,306,470,0,0,0,0,0
346,356,367,373,374,383,385,375,376,377,368,361,357,352,347,339,335,329,323,313,305,296,288,279,275,467,0,0,0,0,0,0,0
284,294,300,309,317,328,318,319,320,301,321,310,311,302,303,304,295,285,286,278,272,274,269,270,264,258,259,0,0,0,0,0,0
256,250,249,238,239,240,225,226,227,241,207,208,210,211,212,213,214,215,216,217,218,228,229,219,230,231,244,0,0,0,0,0,0
186,179,171,156,148,129,140,131,141,132,133,134,142,143,144,150,151,157,158,166,167,173,174,182,188,194,0,0,0,0,0,0,0
149,130,112,90,42,43,44,45,5,49,50,54,56,85,86,98,99,106,113,121,126,136,152,160,164,168,175,189,0,0,0,0,0
209,125,91,3,4,46,6,51,55,58,10,60,14,64,16,19,69,71,88,93,100,114,127,145,154,161,0,0,0,0,0,0,0
163,104,47,48,52,53,8,59,1,11,12,63,17,66,67,21,22,25,72,30,32,35,74,94,95,101,115,122,128,146,169,183,0
180,135,97,7,57,9,61,13,15,18,68,70,26,29,73,76,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
