158,188,221,242,253,268,280,296,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,91,118,138,145,160,172,190,212,238,258,274,289,334,347,357,376,392,403,413,409,416,406,0,0,0,0
88,103,117,142,159,189,214,243,265,290,318,325,346,356,375,393,0,0,0,0,0,0,0,0,0,0,0
45,61,77,98,116,135,144,176,213,231,257,287,312,324,345,373,391,402,411,410,415,414,0,0,0,0,0
69,62,30,40,60,76,94,124,149,169,207,236,264,285,311,333,372,401,400,407,405,404,396,0,0,0,0
57,42,46,35,22,9,13,12,38,80,115,128,157,168,201,224,241,262,293,316,342,368,388,387,397,395,0
32,52,70,93,104,125,147,163,206,227,254,283,310,353,366,381,380,377,0,0,0,0,0,0,0,0,0
54,34,21,17,5,4,2,6,19,37,58,75,97,113,132,153,180,194,216,260,313,328,339,363,0,0,0
8,16,26,44,64,83,102,119,139,166,210,245,269,281,307,319,337,351,362,0,0,0,0,0,0,0,0
15,29,51,67,85,105,123,143,173,198,222,247,297,327,348,359,0,0,0,0,0,0,0,0,0,0,0
7,18,31,50,72,92,108,121,141,161,178,197,239,259,291,301,335,0,0,0,0,0,0,0,0,0,0
1,3,14,28,43,59,82,109,127,156,179,191,209,226,244,275,306,326,349,360,358,0,0,0,0,0,0
53,41,25,11,20,24,36,63,79,96,111,130,162,184,204,215,232,248,266,298,320,336,350,361,0,0,0
33,27,39,47,68,86,99,112,131,152,174,185,205,223,233,249,270,282,299,308,321,338,364,378,0,0,0
74,49,48,55,73,89,106,146,167,192,199,217,234,250,261,276,292,309,314,329,340,352,365,382,0,0,0
65,84,100,114,140,148,164,182,200,218,228,240,255,271,284,300,315,330,341,367,386,385,384,383,379,0,0
66,81,101,120,133,154,165,195,219,235,251,263,272,278,279,294,302,322,331,354,369,389,399,398,0,0,0
107,126,134,150,175,186,202,225,229,246,256,273,286,295,303,317,323,332,344,343,355,371,370,417,418,408,0
136,155,177,183,211,220,237,252,267,288,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
