244,232,218,213,210,201,183,178,171,170,156,161,155,145,144,135,134,143,153,169,0,0,0,0,0,0,0,0
262,254,253,243,231,223,212,209,182,181,177,180,198,208,214,221,236,230,250,222,215,199,423,216,426,0,0,0
281,317,307,314,301,300,295,286,279,267,261,260,252,241,238,237,249,0,0,0,0,0,0,0,0,0,0,0
336,343,356,355,354,353,351,350,347,340,333,330,319,311,310,304,303,293,277,265,251,239,240,242,425,429,428,0
290,318,382,391,390,389,387,386,385,381,375,373,365,349,338,321,305,294,278,266,0,0,0,0,0,0,0,0
393,397,408,410,415,413,412,409,406,399,395,380,376,360,339,322,312,298,285,272,268,273,0,0,0,0,0,0
309,344,368,383,394,403,411,418,420,419,417,416,414,407,400,388,366,377,361,346,334,323,299,0,0,0,0,0
327,358,370,384,398,405,404,402,401,396,392,379,378,367,352,341,324,313,296,430,0,0,0,0,0,0,0,0
345,359,364,372,371,369,363,362,357,348,342,335,325,316,315,306,297,287,269,0,0,0,0,0,0,0,0,0
291,292,320,329,328,332,337,331,326,308,302,289,288,280,274,270,263,256,0,0,0,0,0,0,0,0,0,0
284,283,276,282,275,271,264,259,258,257,248,247,246,245,233,227,226,225,224,0,0,0,0,0,0,0,0,0
235,229,220,211,207,206,205,197,196,195,194,193,192,191,204,190,203,188,187,186,185,184,202,217,0,0,0,0
173,160,142,133,132,124,123,114,122,121,120,131,130,140,138,152,151,150,158,157,164,163,172,175,179,200,424,427
168,159,115,101,78,71,63,61,52,51,59,58,70,69,83,94,106,111,119,128,136,149,162,0,0,0,0,0
100,84,62,47,33,20,19,18,17,16,15,25,24,31,30,44,57,67,82,92,99,109,126,148,174,422,0,0
113,77,60,46,26,8,7,2,1,6,5,4,13,11,29,34,43,56,74,91,104,118,147,421,0,0,0,0
228,167,141,95,76,50,45,32,23,14,12,3,10,9,22,21,28,27,40,37,55,73,81,88,108,125,146,154
166,139,112,107,93,75,68,49,42,41,39,38,36,35,48,54,53,66,65,64,72,80,97,103,116,0,0,0
219,189,176,165,137,129,127,110,105,98,90,89,87,86,79,85,117,96,102,0,0,0,0,0,0,0,0,0
