251,250,249,248,247,242,234,233,232,231,214,209,208,207,206,200,189,188,183,177,168,156,140,0,0,0,0,0,0,0
224,215,211,191,185,179,170,167,166,163,158,157,142,141,134,133,126,118,112,91,76,72,56,67,84,97,111,129,123,139
159,143,135,127,119,114,104,103,94,93,88,92,87,77,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,121,108,78,58,48,42,40,35,31,34,33,32,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,192,153,79,54,36,24,18,11,8,7,10,13,22,29,41,63,66,82,90,124,0,0,0,0,0,0,0,0,0
89,55,38,28,21,9,5,3,2,1,4,6,12,30,44,62,71,85,125,137,0,0,0,0,0,0,0,0,0,0
268,203,172,145,109,81,60,43,37,25,20,19,17,16,15,14,23,27,26,39,51,64,73,0,0,0,0,0,0,0
225,173,154,128,122,105,95,80,69,59,53,49,47,46,45,52,57,68,74,86,98,116,131,130,0,0,0,0,0,0
217,193,180,160,152,144,138,136,120,115,107,102,101,100,99,106,113,117,132,0,0,0,0,0,0,0,0,0,0,0
269,261,252,244,243,223,210,202,201,190,184,178,169,165,164,162,151,150,149,148,147,146,155,161,0,0,0,0,0,0
319,318,317,316,308,307,301,296,288,287,274,273,260,259,241,230,222,205,199,187,186,182,176,175,174,0,0,0,0,0
359,358,375,374,372,356,350,346,338,312,311,295,281,267,258,246,240,229,221,204,0,0,0,0,0,0,0,0,0,0
360,389,404,419,425,424,418,414,412,410,395,394,384,380,365,355,349,345,334,310,305,293,280,271,256,238,219,198,0,0
398,415,432,448,447,452,451,450,446,439,426,423,408,407,400,392,387,379,353,343,332,322,303,284,270,265,237,197,0,0
403,431,457,462,464,463,458,455,443,434,429,422,406,382,377,363,341,330,302,291,279,245,0,0,0,0,0,0,0,0
331,339,397,428,456,461,460,459,454,453,442,433,420,405,391,385,376,361,340,328,321,290,278,255,236,196,0,0,0,0
427,441,440,445,444,438,437,436,435,430,421,416,399,390,381,362,351,335,320,297,276,254,227,213,195,0,0,0,0,0
327,347,373,388,396,402,413,411,417,409,401,393,386,383,378,364,352,342,336,329,309,298,289,275,263,235,212,194,181,0
357,371,370,369,368,367,366,354,348,344,337,333,324,323,304,299,292,283,282,277,264,262,253,226,218,468,466,0,0,0
315,326,325,314,313,306,300,294,286,285,272,266,257,239,228,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
