244,229,230,231,200,201,240,257,258,264,275,296,297,327,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,330,331,322,310,311,312,304,306,284,273,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,352,360,368,369,371,373,384,385,398,387,377,361,356,338,324,313,314,315,317,316,326,334,335,344,346,357,394,402,403,426,404,405,417,364,0,0,0
382,421,432,448,449,459,465,460,461,441,408,409,422,433,423,410,412,411,413,414,415,416,424,425,434,435,436,0,0,0,0,0,0,0,0,0,0,0
430,440,452,477,498,499,507,508,500,490,491,501,502,492,485,486,487,488,479,480,482,467,455,451,406,0,0,0,0,0,0,0,0,0,0,0,0,0
484,505,520,536,541,542,544,534,537,527,518,530,510,495,475,456,445,439,429,407,397,365,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,483,504,531,535,539,540,546,547,548,550,543,545,549,538,528,529,519,503,489,468,457,444,446,428,418,380,558,0,0,0,0,0,0,0,0,0,0
367,419,463,476,496,497,506,513,532,521,522,523,514,524,515,516,517,526,512,509,493,494,481,473,474,454,438,560,0,0,0,0,0,0,0,0,0,0
366,381,420,431,447,458,470,464,471,472,466,478,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,271,254,358,359,383,370,372,374,375,376,386,378,388,389,390,391,399,392,400,401,393,395,379,362,557,0,0,0,0,0,0,0,0,0,0,0,0
354,329,321,301,283,289,290,291,292,303,293,294,305,307,323,325,332,333,339,342,343,345,347,348,349,350,0,0,0,0,0,0,0,0,0,0,0,0
93,98,103,149,172,219,220,228,246,256,262,263,274,279,285,295,308,309,318,319,320,328,336,555,554,0,0,0,0,0,0,0,0,0,0,0,0,0
162,135,10,12,209,136,164,189,138,139,211,225,141,143,212,213,214,215,216,217,191,195,221,5,120,48,52,151,124,202,232,241,247,259,265,280,298,0
163,9,2,14,86,88,89,21,94,96,104,108,109,112,113,38,116,43,6,177,69,74,8,179,204,234,242,260,266,281,299,552,0,0,0,0,0,0
13,16,87,22,100,106,28,30,111,35,39,118,121,122,123,7,125,127,79,82,133,180,181,205,243,249,276,286,553,0,0,0,0,0,0,0,0,0
208,11,3,15,18,140,167,170,145,23,101,105,107,29,32,33,114,115,117,47,53,56,61,72,76,129,83,134,158,184,222,250,267,287,551,0,0,0
188,84,4,17,19,168,169,144,24,25,97,99,148,171,190,192,193,196,197,198,174,150,50,60,65,70,75,77,130,154,159,185,223,252,270,0,0,0
137,20,91,146,147,102,27,110,36,41,44,51,55,57,63,67,73,78,1,81,132,156,160,183,206,235,251,0,0,0,0,0,0,0,0,0,0,0
237,210,165,166,142,90,92,95,26,31,34,37,42,45,54,58,64,71,128,80,131,155,157,161,182,186,187,207,224,236,253,269,268,282,300,556,0,0
288,302,278,272,255,238,226,227,218,194,173,119,46,49,59,62,66,68,126,153,178,203,233,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
