69,41,39,35,66,65,29,62,22,57,18,15,12,10,52,51,71,83,100,105,112,119,0,0,0,0,0,0,0,0,0,0
96,75,46,43,68,36,32,63,27,24,59,20,17,14,53,8,49,3,48,82,111,122,143,159,178,194,212,225,243,250,266,287
136,110,81,42,37,33,64,26,23,56,55,13,11,7,5,2,47,99,123,148,169,186,206,219,0,0,0,0,0,0,0,0
147,128,103,89,72,67,28,60,19,16,9,50,6,4,1,91,124,140,160,179,195,208,224,241,0,0,0,0,0,0,0,0
77,88,87,86,85,84,102,101,107,106,125,133,144,164,191,226,242,265,276,0,0,0,0,0,0,0,0,0,0,0,0,0
131,135,138,145,149,153,157,166,170,172,182,199,213,233,251,267,277,286,301,0,0,0,0,0,0,0,0,0,0,0,0,0
155,162,176,184,193,202,209,216,220,231,236,248,253,261,273,289,295,306,312,319,324,329,0,0,0,0,0,0,0,0,0,0
163,174,185,204,218,246,255,263,279,285,297,317,321,327,333,344,348,356,355,354,353,352,351,0,0,0,0,0,0,0,0,0
205,238,281,292,318,334,349,367,372,383,392,399,409,408,418,417,416,407,404,397,396,385,376,374,347,323,0,0,0,0,0,0
211,256,299,335,362,400,424,445,449,459,458,463,457,455,454,447,435,427,414,412,394,375,0,0,0,0,0,0,0,0,0,0
240,274,309,346,363,393,425,452,450,466,464,479,477,481,474,472,469,468,460,453,446,436,434,426,419,413,402,377,0,0,0,0
258,310,350,373,411,433,432,451,467,465,480,478,476,475,473,471,470,462,461,456,448,437,429,428,420,403,395,368,0,0,0,0
223,257,275,300,336,358,384,401,410,423,431,444,443,442,441,440,439,438,430,422,421,415,406,405,398,386,369,359,302,0,0,0
198,222,239,264,293,305,322,345,357,361,366,365,371,382,381,380,391,390,389,388,387,379,378,370,364,360,0,0,0,0,0,0
190,197,207,230,237,249,270,280,291,298,304,308,316,320,328,326,325,332,331,343,342,341,340,339,338,337,330,311,0,0,0,0
151,156,158,168,177,181,189,196,203,210,217,221,229,232,245,244,254,262,269,278,284,290,296,303,307,315,314,313,0,0,0,0
115,118,121,114,139,132,142,146,150,154,161,167,171,173,180,183,188,192,201,215,228,235,252,268,272,283,0,0,0,0,0,0
98,95,74,73,80,79,78,94,93,109,113,120,130,134,141,152,165,175,187,200,214,227,234,247,260,271,288,294,0,0,0,0
104,97,90,70,45,44,40,38,34,31,30,25,61,58,21,54,76,92,108,116,126,129,137,0,0,0,0,0,0,0,0,0
