354,346,333,325,317,301,289,273,265,266,255,247,256,268,249,250,251,252,241,242,237,238,243,257,319,0,0,0,0,0,0,0
392,395,401,364,396,397,398,393,384,379,365,357,347,342,336,327,318,311,290,291,293,306,312,0,0,0,0,0,0,0,0,0
414,415,424,432,439,440,433,434,426,410,408,402,399,389,382,369,361,355,348,343,337,320,313,294,285,275,259,240,260,484,221,0
446,452,454,461,462,456,457,448,449,437,419,405,400,376,351,338,321,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,472,473,470,468,469,466,450,445,442,421,412,403,383,352,339,322,297,282,271,261,482,0,0,0,0,0,0,0,0,0,0
431,455,467,474,475,480,476,477,478,479,443,422,407,378,353,332,323,286,483,0,0,0,0,0,0,0,0,0,0,0,0,0
416,441,444,447,458,463,464,465,459,460,453,451,438,423,413,404,391,372,345,330,487,485,0,0,0,0,0,0,0,0,0,0
417,418,425,435,436,427,428,429,430,420,411,409,406,390,377,356,340,329,315,298,277,486,0,0,0,0,0,0,0,0,0,0
385,394,388,381,374,375,370,371,362,349,350,344,331,328,314,307,296,283,276,272,262,245,0,0,0,0,0,0,0,0,0,0
341,335,326,310,304,305,292,284,280,281,269,270,258,253,244,239,232,233,234,224,225,226,222,481,0,0,0,0,0,0,0,0
324,300,288,274,248,223,220,215,216,212,205,206,207,192,193,194,195,196,197,198,199,200,208,0,0,0,0,0,0,0,0,0
264,230,210,177,166,159,135,112,104,105,106,93,94,108,116,128,141,151,153,160,162,163,164,170,175,179,0,0,0,0,0,0
228,229,147,82,69,70,56,48,38,39,40,41,43,49,51,59,66,79,86,90,98,110,119,121,145,156,174,189,0,0,0,0
214,181,171,103,62,32,19,8,9,5,10,11,16,23,25,30,37,45,52,67,80,81,91,100,111,120,144,155,173,188,0,0
158,101,75,53,35,13,7,3,4,1,2,6,12,17,24,29,34,46,60,74,87,99,118,131,154,169,0,0,0,0,0,0
213,201,157,92,88,61,47,31,26,18,20,14,15,21,22,27,28,33,36,42,44,50,65,73,85,97,117,143,161,172,0,0
227,209,180,146,132,102,89,76,68,63,54,55,57,58,64,71,72,77,78,83,84,95,96,109,130,152,168,178,187,0,0,0
316,299,278,254,217,202,182,176,165,148,133,134,122,123,124,125,126,136,137,149,138,139,140,107,113,114,115,127,129,142,150,167
308,287,279,263,246,235,231,218,219,211,203,190,191,183,184,185,186,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
