294,301,324,336,351,352,359,366,367,379,369,380,417,390,401,370,391,402,393,371,362,354,338,339,327,316,298,288,257,186,166,0,0,0,0,0,0
245,254,261,262,263,264,265,270,271,272,273,278,280,282,284,274,275,266,267,255,256,249,243,213,211,227,0,0,0,0,0,0,0,0,0,0,0
218,179,180,181,182,190,191,192,193,194,195,201,202,203,208,204,205,197,198,184,185,176,177,165,0,0,0,0,0,0,0,0,0,0,0,0,0
230,188,141,123,116,104,105,97,98,99,100,101,106,107,108,109,110,111,112,113,114,119,124,138,151,167,199,216,214,258,563,562,558,215,0,0,0
85,76,62,56,54,45,38,39,40,41,46,47,49,50,55,57,65,66,79,88,93,120,145,157,169,559,0,0,0,0,0,0,0,0,0,0,0
228,200,84,67,44,35,27,18,9,10,11,12,19,20,26,29,30,37,52,59,80,94,121,144,156,168,555,561,557,0,0,0,0,0,0,0,0
212,159,96,61,53,32,14,8,6,2,1,3,4,5,7,13,21,34,51,58,72,83,103,125,554,0,0,0,0,0,0,0,0,0,0,0,0
269,139,115,90,73,60,43,31,22,23,15,16,17,24,25,28,33,36,42,48,64,78,87,92,118,137,155,556,0,0,0,0,0,0,0,0,0
126,122,95,89,81,82,74,68,69,70,63,71,75,77,86,91,102,117,135,136,150,162,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,187,172,170,171,178,163,158,152,146,140,127,128,129,130,131,132,133,134,142,143,147,148,149,153,154,160,161,164,173,174,183,196,206,209,210,560
251,250,259,260,252,253,244,229,231,217,219,220,221,222,223,232,224,233,225,226,234,235,236,237,238,239,240,241,242,246,247,248,268,0,0,0,0
320,330,343,344,332,333,334,335,321,322,310,311,323,325,312,313,314,302,303,304,305,295,289,290,279,281,283,285,286,276,277,0,0,0,0,0,0
331,350,358,385,408,409,411,412,413,414,415,416,397,398,399,400,388,389,376,377,378,368,360,361,353,346,337,326,315,306,296,291,287,564,0,0,0
436,464,479,480,488,500,501,502,490,491,492,483,484,474,475,465,455,447,440,432,427,418,392,381,363,355,340,317,297,292,565,0,0,0,0,0,0
437,471,497,498,522,532,533,542,544,534,545,536,529,530,524,518,510,504,485,468,460,441,428,403,382,372,356,341,328,307,0,0,0,0,0,0,0
472,499,523,527,543,547,548,549,553,550,551,552,546,541,526,520,514,495,487,476,461,450,434,420,394,373,347,342,318,0,0,0,0,0,0,0,0
410,444,481,489,516,517,528,535,537,538,539,540,531,525,519,521,515,505,496,478,470,463,452,453,435,422,405,395,365,348,329,0,0,0,0,0,0
386,425,438,473,482,493,503,506,507,508,509,511,512,513,494,486,477,469,462,451,443,430,421,423,424,406,407,396,384,374,357,349,319,308,299,566,0
300,309,345,375,387,426,431,439,445,446,454,466,467,456,457,458,459,448,449,442,433,429,419,404,383,364,0,0,0,0,0,0,0,0,0,0,0
