1.76906493994812,1.3245268337279,1.38300591768872
1.92843288678059,1.3245268337279,1.38300591768872
1.76906493994812,1.46375755599747,1.60377970812275
1.88564511053276,3.13997290827756,2.10416595964888
1.80986040548878,2.28814359930612,2.69073650862314
1.80986040548878,2.28814359930612,3.44339061380756
2.22574440550652,2.06082577013147,3.69646516523193
2.08904799338524,2.06082577013147,3.01950499234876
1.35733332363139,1.55297106357191,2.19936213581148
1.21635956717048,NaN,1.39484371004959
1.21457387002585,1.55297106357191,1.39484371004959
1.21457387002585,NaN,1.79834823211333
1.20283488653492,2.24248040285023,1.82698073239926
1.20283488653492,2.41070045481691,2.32297918486224
1.49783379840365,2.41070045481691,3.0902290620913
1.49783379840365,1.88816544705984,3.00115798602914
1.72160842166083,1.88816544705984,2.67039883321647
0.944086068604465,2.11570979718263,2.37403893506827
0.944086068604465,1.83271687100965,1.79731900706212
NaN,1.47341260916595,1.79731900706212
