436,421,398,367,354,341,326,316,291,256,225,217,234,218,192,182,193,183,184,136,115,104,96,84,71,0,0,0,0,0,0,0,0,0,0,0,0
496,479,456,437,417,402,388,362,333,303,275,266,251,235,227,203,195,177,168,169,162,163,152,153,137,138,129,117,118,119,107,108,98,92,109,0,0
480,533,508,497,490,472,453,447,422,410,392,376,356,329,309,293,267,257,258,245,237,219,205,196,154,146,171,155,148,132,0,0,0,0,0,0,0
518,534,535,514,504,488,481,466,457,448,438,429,413,400,381,357,352,335,330,310,294,284,280,269,259,238,206,131,0,0,0,0,0,0,0,0,0
547,526,520,505,498,482,474,458,449,440,424,404,396,383,370,359,344,318,296,271,230,187,166,149,133,123,579,580,577,576,0,0,0,0,0,0,0
549,550,551,554,555,540,541,528,521,511,500,491,483,470,460,450,442,419,384,364,345,311,286,261,232,199,173,157,585,584,583,581,0,0,0,0,0
548,552,553,538,539,558,559,563,566,568,542,516,506,493,484,477,455,434,416,394,386,361,323,299,247,588,0,0,0,0,0,0,0,0,0,0,0
525,536,556,557,562,565,567,570,571,572,546,531,517,507,502,489,486,465,452,445,427,407,390,372,353,338,314,287,273,0,0,0,0,0,0,0,0
537,527,561,564,569,543,544,545,532,524,513,503,495,487,478,462,435,409,397,380,350,339,321,288,263,243,215,586,0,0,0,0,0,0,0,0,0
560,529,522,523,512,501,494,485,464,451,444,432,420,408,391,366,349,325,315,302,289,274,248,223,191,176,587,582,0,0,0,0,0,0,0,0,0
519,515,509,510,499,492,476,471,461,454,443,431,426,415,406,389,379,365,348,337,324,313,305,300,278,262,242,222,210,190,175,159,150,135,0,0,0
475,468,459,441,425,418,414,405,393,385,378,371,360,347,346,332,320,312,301,298,281,272,255,241,233,221,209,200,189,174,158,142,134,125,112,101,578
473,467,439,430,403,395,377,363,358,343,331,319,304,297,285,277,260,254,240,231,220,208,198,188,180,172,156,141,124,111,100,86,80,75,76,0,0
423,412,382,369,342,336,317,295,276,270,246,239,229,214,207,197,186,179,165,147,140,121,110,99,93,79,74,67,55,56,57,59,63,0,0,0,0
368,351,322,283,268,253,228,213,185,164,145,139,130,120,106,90,91,78,73,66,62,54,48,49,41,42,35,30,37,44,58,0,0,0,0,0,0
433,411,375,328,308,282,252,236,204,178,170,151,116,105,97,89,85,72,61,53,47,40,33,34,27,28,20,21,15,22,23,24,31,43,0,0,0
399,374,334,307,265,244,212,194,161,144,128,114,95,88,83,70,65,51,52,38,39,26,19,11,12,5,7,14,9,16,17,29,36,575,0,0,0
428,387,355,327,292,279,250,226,201,181,167,160,143,126,113,102,94,87,81,68,64,50,45,32,25,18,10,2,3,4,1,6,8,13,0,0,0
463,446,401,373,340,306,290,264,249,216,202,127,103,82,77,69,60,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
