127,119,113,100,82,69,68,67,58,52,57,51,56,65,64,81,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,178,168,152,142,126,123,117,107,103,102,98,97,95,101,106,112,116,122,131,145,172,188,226,214,231,244,239,225,247,224,238,237,243
228,220,207,193,183,180,173,167,163,158,149,148,147,156,166,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,254,245,240,232,227,219,206,192,191,190,186,189,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,276,253,309,308,307,306,305,293,275,274,273,272,265,264,263,259,252,248,251,258,257,262,268,267,266,289,287,285,261,0,0,0,0
359,358,357,371,380,370,369,368,367,354,346,340,326,319,317,315,314,313,312,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,397,410,420,435,429,434,428,427,415,406,395,387,366,352,345,339,338,336,329,325,310,0,0,0,0,0,0,0,0,0,0,0,0
356,382,409,436,444,460,462,459,458,451,448,447,442,432,423,414,405,394,386,362,349,341,0,0,0,0,0,0,0,0,0,0,0,0
381,416,443,454,461,465,466,464,463,455,449,445,440,437,418,411,399,392,384,374,333,0,0,0,0,0,0,0,0,0,0,0,0,0
355,391,408,438,453,452,457,456,450,446,441,439,430,421,417,403,398,389,383,372,348,332,0,0,0,0,0,0,0,0,0,0,0,0
396,407,419,426,425,433,424,431,422,413,412,404,401,400,393,390,385,375,373,361,360,347,331,0,0,0,0,0,0,0,0,0,0,0
320,330,353,379,378,377,376,365,364,363,351,350,344,343,342,337,335,334,328,327,324,323,322,321,318,316,474,0,0,0,0,0,0,0
260,271,270,269,292,304,303,302,301,300,299,298,297,296,295,291,290,288,286,284,283,282,281,280,279,278,277,294,0,0,0,0,0,0
218,217,216,205,204,202,201,215,200,199,198,197,196,195,213,212,211,210,223,222,230,229,236,235,234,241,246,250,256,0,0,0,0,0
150,133,162,157,146,141,132,130,129,140,139,138,144,155,154,165,171,170,175,181,184,194,208,233,242,0,0,0,0,0,0,0,0,0
96,94,75,74,63,62,72,80,79,78,87,86,92,105,111,115,121,128,137,153,164,169,179,187,209,0,0,0,0,0,0,0,0,0
99,89,66,46,36,35,26,18,25,22,21,32,38,45,54,70,84,104,114,124,143,159,174,185,0,0,0,0,0,0,0,0,0,0
76,47,30,11,9,3,2,1,5,4,13,17,20,39,44,60,77,83,109,120,136,160,0,0,0,0,0,0,0,0,0,0,0,0
151,108,53,42,19,16,12,10,8,7,6,15,14,24,23,40,49,55,71,85,91,110,125,135,161,176,472,473,0,0,0,0,0,0
134,118,90,59,48,43,37,31,29,28,27,34,33,41,50,61,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
