95,70,52,42,51,35,40,50,60,65,75,88,94,101,103,121,0,0,0,0,0,0,0,0,0,0
66,49,16,15,14,23,28,33,47,56,64,79,87,100,108,115,135,147,0,0,0,0,0,0,0,0
9,8,11,19,18,26,37,45,63,73,84,92,112,133,163,188,209,208,232,0,0,0,0,0,0,0
77,48,34,21,4,3,1,7,2,5,13,22,29,41,58,82,107,127,0,0,0,0,0,0,0,0
20,6,10,12,17,24,31,36,43,53,62,68,97,114,139,167,0,0,0,0,0,0,0,0,0,0
27,25,30,32,44,54,61,71,78,91,111,132,157,174,0,0,0,0,0,0,0,0,0,0,0,0
89,80,57,39,38,46,55,72,83,86,99,98,106,125,143,151,156,180,195,222,0,0,0,0,0,0
59,74,93,109,116,129,134,128,146,162,170,179,185,196,200,216,230,239,251,260,0,0,0,0,0,0
117,140,158,168,175,181,197,210,231,247,248,252,261,269,276,277,0,0,0,0,0,0,0,0,0,0
122,118,144,164,176,189,212,223,233,249,263,271,279,278,287,295,294,310,0,0,0,0,0,0,0,0
104,113,142,153,149,165,186,204,227,242,264,272,281,289,300,298,314,313,328,327,326,325,296,286,270,262
172,192,206,220,237,259,275,291,305,304,320,318,338,336,334,332,330,341,340,329,312,311,0,0,0,0
161,193,229,244,266,293,309,324,308,323,322,321,319,339,337,335,333,331,315,297,0,0,0,0,0,0
137,154,184,207,246,268,285,284,292,307,306,303,302,317,316,301,299,288,253,0,0,0,0,0,0,0
173,194,215,245,250,267,265,274,273,283,282,290,280,0,0,0,0,0,0,0,0,0,0,0,0,0
110,138,150,155,166,178,187,199,214,228,236,243,258,257,256,255,254,0,0,0,0,0,0,0,0,0
124,131,145,152,160,171,183,191,205,219,203,218,226,235,234,225,241,224,240,343,342,211,0,0,0,0
85,67,81,96,105,123,136,148,159,169,177,182,190,198,202,213,217,0,0,0,0,0,0,0,0,0
69,76,90,102,119,130,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
