NaN,1.35591659989896,1.41891524543746
1.47200373481994,2.00289043552276,1.62748926421846
2.16558499156451,2.36708767856221,1.81537134068503
1.47697756587441,2.3364068735176,2.4921871132077
1.89402151461152,2.44826469157238,2.14630821101762
1.56051994469542,3.13644345470179,2.21262640800039
1.27912026839606,2.18961290184876,2.19860436984475
1.83740932723349,3.66515337276807,2.37351148926517
1.57314990969921,2.48834248082917,2.64815087593478
1.3980498176222,2.49790247970322,2.32114558606982
1.28111106590283,1.82734054419591,2.2134019116728
1.20259045473078,2.72854907212132,2.00894588833229
1.17712218539254,2.63415502825206,1.83097896582044
1.35830722741207,2.80161849682307,1.84890178013241
1.24554332084462,2.38554319326697,1.53303876134226
1.2025584961243,1.97778517754463,1.85161280773203
1.0359732092376,2.30456250816488,1.66820135926039
0.93860947367564,2.29422708063228,1.60894804842545
NaN,1.74779029420838,1.68796012419877
