184,163,146,124,111,93,81,67,57,66,65,64,63,46,56,55,79,77,76,75,74,62,61,51,50,60,59,73,72,70,0,0,0,0,0,0,0,0,0,0
48,47,41,40,38,37,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,157,125,94,68,31,18,17,16,15,14,13,12,11,10,8,20,26,35,34,44,49,71,85,107,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,170,137,117,95,82,43,33,25,19,4,7,3,2,1,6,5,9,21,27,45,83,97,121,129,139,148,0,0,0,0,0,0,0,0,0,0,0,0,0
227,202,159,127,118,105,96,88,69,58,42,32,30,24,23,22,29,28,39,52,84,109,122,130,150,156,495,0,0,0,0,0,0,0,0,0,0,0,0,0
223,213,174,158,147,126,120,116,112,104,103,102,101,100,115,114,123,132,151,161,167,177,187,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,248,238,232,231,220,212,201,190,189,183,181,172,180,179,178,188,199,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,321,302,306,301,287,297,286,281,280,279,271,270,265,256,251,247,246,245,244,243,242,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,371,370,369,379,367,378,377,376,366,365,357,333,316,339,327,315,310,300,292,274,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,380,359,381,402,420,434,433,441,440,439,438,437,426,425,419,418,399,397,385,364,348,332,320,309,299,282,291,0,0,0,0,0,0,0,0,0,0,0,0
421,450,473,472,479,478,477,470,469,459,453,447,446,431,424,407,396,390,363,345,330,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,414,442,461,480,456,494,493,492,491,490,489,487,475,466,464,452,445,430,423,404,393,383,362,344,324,298,0,0,0,0,0,0,0,0,0,0,0,0,0
413,427,455,471,486,485,484,483,488,482,481,476,474,463,462,451,443,428,416,398,389,374,355,329,318,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,368,401,432,449,448,460,468,458,457,467,465,444,436,435,429,422,415,403,392,388,373,360,335,322,311,303,289,0,0,0,0,0,0,0,0,0,0,0,0
328,334,375,386,391,400,412,411,410,409,417,408,406,405,395,394,384,382,361,356,343,336,323,312,304,288,272,260,0,0,0,0,0,0,0,0,0,0,0,0
342,341,340,352,351,350,349,347,346,338,337,331,326,319,314,313,308,305,290,273,266,259,249,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,295,294,293,285,284,283,278,277,276,275,269,268,264,263,262,261,255,250,241,240,236,235,234,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,229,228,222,221,218,217,211,210,209,207,198,197,196,195,206,205,204,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,254,230,225,253,252,237,200,182,168,162,153,152,144,135,134,133,131,143,142,141,140,149,154,166,164,171,175,185,193,192,215,214,203,194,165,496,497,0,0
191,173,145,136,119,110,99,92,87,86,91,90,89,98,108,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
