56,38,34,24,35,26,15,25,27,39,45,49,53,59,75,82,90,100,105,126,131,138,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,55,43,32,10,8,11,3,9,4,5,12,14,13,23,33,44,52,57,67,74,84,94,99,104,106,124,137,149,161,180,199,227,251,274,509,0,0
115,97,80,51,30,18,6,2,1,7,19,20,31,42,48,54,58,81,98,123,148,166,186,202,226,0,0,0,0,0,0,0,0,0,0,0,0,0
147,122,103,72,46,36,28,21,16,17,22,29,37,40,41,47,50,65,73,79,93,136,155,179,198,213,225,237,0,0,0,0,0,0,0,0,0,0
96,83,62,63,64,61,71,78,87,92,95,102,114,135,143,160,178,197,212,219,233,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,134,121,112,113,129,133,141,146,152,159,170,177,191,211,218,236,250,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,172,171,174,169,173,176,182,189,190,196,206,216,223,232,235,256,261,273,286,293,301,510,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,201,207,210,222,241,249,254,267,271,279,291,300,305,310,311,312,319,320,329,330,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,272,292,306,334,336,343,349,368,369,370,371,379,380,381,382,373,364,365,350,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,372,392,399,416,428,435,441,442,443,444,436,429,430,418,406,400,394,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,242,280,321,366,393,417,445,453,469,470,480,481,482,483,484,471,472,454,459,455,446,437,431,419,407,0,0,0,0,0,0,0,0,0,0,0,0
287,344,374,401,408,447,473,488,496,497,494,495,498,500,499,489,485,474,460,461,448,438,432,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,352,395,433,464,463,487,493,503,502,505,508,506,504,507,492,501,490,491,486,475,462,456,449,439,421,422,402,387,367,384,375,0,0,0,0,0,0
281,307,335,339,398,410,452,451,458,467,468,479,478,476,477,466,465,457,450,440,434,423,409,396,388,376,0,0,0,0,0,0,0,0,0,0,0,0
244,282,308,327,340,359,378,391,390,405,415,414,427,426,425,424,413,412,411,404,403,397,389,385,377,353,345,0,0,0,0,0,0,0,0,0,0,0
183,194,228,246,264,265,284,285,303,304,318,328,333,332,342,341,348,347,362,361,360,358,357,356,355,354,346,338,337,0,0,0,0,0,0,0,0,0
203,204,208,217,221,230,231,240,248,253,260,266,270,278,277,290,299,298,302,309,317,316,315,326,325,314,324,323,322,0,0,0,0,0,0,0,0,0
125,153,156,158,162,163,168,181,185,188,195,205,209,215,220,234,247,252,259,269,283,289,288,297,296,295,294,0,0,0,0,0,0,0,0,0,0,0
117,118,107,109,110,111,119,128,120,132,140,145,151,154,164,175,184,187,200,214,229,239,245,258,263,268,276,275,0,0,0,0,0,0,0,0,0,0
130,88,89,85,76,68,60,69,70,77,86,91,101,108,127,139,150,157,167,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
