117,76,71,57,52,44,43,42,41,40,51,60,59,66,75,74,73,143,426,427,0,0,0,0,0,0,0
168,151,91,77,62,54,38,29,22,19,18,16,15,21,20,24,28,34,50,55,64,67,68,94,103,120,136
138,118,101,72,46,33,23,12,9,4,1,3,2,7,14,25,35,56,69,83,110,129,140,425,0,0,0
135,106,78,63,47,27,13,10,6,5,8,11,17,26,36,61,79,113,133,424,428,430,0,0,0,0,0
251,158,82,65,58,49,48,39,32,31,30,37,45,53,70,81,98,114,137,148,162,429,0,0,0,0,0
119,109,107,97,93,92,90,89,88,100,104,116,130,141,163,0,0,0,0,0,0,0,0,0,0,0,0
159,160,155,154,153,146,145,152,144,150,149,157,156,165,172,179,187,195,201,207,0,0,0,0,0,0,0
197,205,219,218,217,223,222,236,235,234,233,232,231,230,221,229,228,227,243,242,241,240,432,431,0,0,0
182,209,252,267,289,308,318,331,330,329,328,317,327,316,315,305,295,287,286,277,276,272,265,0,0,0,0
204,224,266,281,309,345,359,365,372,396,395,394,393,392,388,379,364,357,350,341,334,326,313,303,294,275,0
296,344,371,403,408,417,422,421,415,414,413,407,400,390,387,377,368,356,349,340,333,312,302,285,0,0,0
263,280,343,358,380,402,416,420,423,419,418,410,405,398,389,383,376,362,355,348,339,322,301,284,0,0,0
279,307,342,352,370,391,401,406,412,411,409,404,399,397,381,374,367,361,354,347,338,320,300,293,271,0,0
250,273,306,336,351,363,369,378,386,385,384,382,375,373,366,360,353,346,337,332,319,297,292,283,270,0,0
203,208,244,262,278,288,304,314,325,324,323,321,311,310,299,298,291,290,282,274,269,268,264,259,0,0,0
188,196,202,216,220,226,225,239,249,248,261,247,260,258,257,256,255,254,253,245,246,237,238,0,0,0,0
166,164,171,170,174,173,178,177,176,181,186,185,190,193,200,198,206,211,210,212,213,199,0,0,0,0,0
131,126,125,115,124,123,122,121,128,127,132,139,142,147,161,169,175,180,183,184,189,191,192,214,215,0,0
167,134,111,105,99,96,87,86,85,80,84,95,102,108,112,0,0,0,0,0,0,0,0,0,0,0,0
