504,516,532,533,535,534,541,536,537,517,518,497,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,335,379,410,428,451,457,473,480,488,499,498,505,520,519,521,522,523,506,507,508,500,501,489,481,465,452,435,420,412,392,367,357,356,345,344,355
247,272,321,346,380,411,419,429,436,442,453,458,459,466,467,474,475,468,469,470,460,443,430,413,393,368,358,366,365,343,0,0,0,0,0,0,0
192,205,225,259,266,290,323,339,347,360,381,382,383,384,395,401,402,403,404,400,399,394,369,359,338,337,331,330,329,322,320,316,0,0,0,0,0
207,219,227,240,241,260,261,267,268,273,274,279,280,278,293,292,291,311,310,309,308,307,306,305,289,288,287,0,0,0,0,0,0,0,0,0,0
148,149,150,152,156,159,160,161,162,163,164,182,183,188,195,199,208,213,228,239,238,250,249,258,257,256,255,0,0,0,0,0,0,0,0,0,0
154,138,123,102,92,93,94,82,83,84,86,85,105,97,104,109,130,141,151,158,181,194,206,218,226,231,248,0,0,0,0,0,0,0,0,0,0
224,96,70,58,48,36,37,38,39,40,41,42,49,50,59,75,81,103,129,140,155,180,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,79,56,34,20,9,10,11,13,12,14,21,25,35,47,57,69,80,101,122,139,147,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,74,45,29,18,1,2,3,5,4,8,6,7,19,30,33,46,55,68,77,91,108,128,137,146,203,0,0,0,0,0,0,0,0,0,0,0
89,67,54,31,32,22,23,15,24,16,17,26,27,28,43,44,51,64,73,90,99,116,127,136,145,170,187,0,0,0,0,0,0,0,0,0,0
126,121,95,76,65,60,62,52,53,61,63,66,71,72,78,87,88,98,107,120,134,143,153,169,179,191,198,212,217,237,0,0,0,0,0,0,0
168,133,119,115,114,112,113,106,110,111,117,118,124,125,131,132,135,142,144,157,167,177,186,190,202,211,216,223,236,246,0,0,0,0,0,0,0
166,176,175,174,165,173,171,172,184,185,189,196,197,200,201,209,210,214,221,222,229,234,245,253,254,264,265,0,0,0,0,0,0,0,0,0,0
271,235,244,215,220,233,232,243,242,251,252,262,269,270,275,276,281,282,283,284,285,295,296,297,298,299,300,301,302,313,314,303,304,0,0,0,0
277,294,312,325,324,332,340,349,350,348,361,370,371,372,385,386,387,388,374,375,376,363,351,352,341,333,334,327,319,0,0,0,0,0,0,0,0
286,317,362,373,405,414,421,422,431,437,438,444,445,446,447,448,449,439,433,423,424,416,407,396,389,378,364,0,0,0,0,0,0,0,0,0,0
326,377,415,432,440,461,462,471,476,477,482,483,490,491,492,484,478,479,463,455,450,441,434,426,418,417,408,398,390,354,342,328,0,0,0,0,0
318,353,397,425,454,472,493,494,509,510,524,525,511,526,512,513,502,495,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,409,427,456,464,486,496,503,514,515,527,529,528,530,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
