214,182,156,135,113,103,80,71,66,60,53,54,40,41,42,43,56,57,62,73,0,0,0,0,0,0,0,0,0,0,0
296,280,260,245,222,183,163,164,147,119,110,104,96,83,78,84,97,106,116,130,152,138,139,158,178,179,171,159,154,155,0
307,329,319,308,285,270,247,230,216,193,184,175,166,148,150,137,151,168,0,0,0,0,0,0,0,0,0,0,0,0,0
356,344,340,330,325,313,301,288,289,276,272,261,255,237,239,224,218,209,201,202,195,186,0,0,0,0,0,0,0,0,0
369,370,371,364,362,349,345,336,331,321,315,298,291,278,262,250,225,219,210,203,196,187,180,189,205,0,0,0,0,0,0
395,402,403,404,396,397,383,375,365,353,342,310,292,268,252,233,227,212,0,0,0,0,0,0,0,0,0,0,0,0,0
357,379,401,413,423,424,432,434,435,426,427,420,411,405,392,377,360,343,327,312,283,279,258,242,0,0,0,0,0,0,0
394,418,431,437,440,445,446,442,444,436,422,417,400,386,372,348,317,294,264,234,0,0,0,0,0,0,0,0,0,0,0
408,419,433,438,441,443,439,429,430,412,407,393,381,373,355,334,324,305,295,243,0,0,0,0,0,0,0,0,0,0,0
387,414,415,425,428,421,416,406,399,385,378,368,354,339,328,318,306,284,275,253,229,0,0,0,0,0,0,0,0,0,0
374,380,382,388,389,390,398,391,384,376,367,363,361,347,338,333,323,316,304,300,274,265,259,244,235,221,0,0,0,0,0
358,350,359,351,352,346,341,337,332,322,311,303,299,293,282,273,269,263,257,241,228,220,213,206,198,0,0,0,0,0,0
326,320,314,309,302,297,290,277,267,256,251,240,231,232,226,211,204,197,188,181,172,173,160,161,162,174,190,0,0,0,0
286,287,281,271,254,249,238,217,208,200,194,185,177,157,153,140,141,142,132,133,124,125,127,128,134,0,0,0,0,0,0
248,223,199,176,167,149,129,121,115,107,98,99,85,86,87,88,89,90,91,92,100,102,109,112,126,144,0,0,0,0,0
266,215,207,165,120,105,82,75,67,55,44,45,34,46,47,48,49,58,59,63,68,79,94,101,111,0,0,0,0,0,0
246,136,81,61,39,30,24,15,16,17,18,26,32,35,50,64,74,76,0,0,0,0,0,0,0,0,0,0,0,0,0
192,146,114,77,72,38,23,12,6,1,2,3,4,5,10,19,20,21,27,28,33,36,51,65,69,93,108,123,0,0,0
236,191,145,118,95,70,52,37,29,22,11,13,7,8,9,14,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0
