351,362,364,352,353,336,329,330,306,292,285,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,313,326,320,321,314,303,291,282,265,254,234,215,204,195,181,158,0,0,0,0,0,0,0,0,0,0,0
301,275,276,278,279,280,262,253,239,225,209,203,194,176,170,182,0,0,0,0,0,0,0,0,0,0,0,0
251,245,246,231,224,220,213,202,191,188,179,175,168,156,148,149,132,150,152,138,128,130,134,139,140,111,122,114
212,190,174,155,136,124,119,125,104,105,106,92,94,95,96,87,88,98,89,100,101,109,159,197,0,0,0,0
277,207,173,154,123,85,76,59,50,51,33,34,35,36,37,38,39,45,53,57,58,63,71,79,83,0,0,0
223,187,162,144,118,90,77,49,32,21,17,13,9,10,1,2,4,12,15,19,25,41,46,54,67,0,0,0
252,219,163,145,103,91,68,60,44,28,22,14,11,3,5,6,7,8,16,20,31,43,80,0,0,0,0,0
238,201,166,146,126,93,86,81,61,56,52,40,29,23,24,18,26,27,30,42,47,48,55,402,0,0,0,0
261,232,214,192,167,147,127,108,97,99,82,78,69,70,62,64,65,66,72,73,74,75,84,0,0,0,0,0
247,233,208,193,180,169,157,151,137,133,129,131,120,121,110,112,113,115,102,116,117,0,0,0,0,0,0,0
271,272,263,255,240,226,216,210,205,196,189,183,177,171,172,164,160,153,141,142,143,135,403,404,0,0,0,0
281,302,304,305,315,295,296,297,286,283,267,257,248,241,235,227,221,217,206,198,199,185,178,165,161,0,0,0
327,328,343,344,345,337,346,331,317,307,293,287,274,264,259,250,237,222,211,200,186,0,0,0,0,0,0,0
365,383,400,370,355,357,347,348,340,333,325,310,312,290,284,270,260,244,230,218,405,0,0,0,0,0,0,0
335,363,396,380,366,384,387,390,392,393,358,350,334,318,311,300,289,269,256,243,229,0,0,0,0,0,0,0
342,373,375,397,379,399,386,401,369,389,391,371,349,332,324,309,299,288,268,258,242,228,184,0,0,0,0,0
395,376,377,398,382,367,385,388,356,338,322,316,323,308,298,294,273,249,236,0,0,0,0,0,0,0,0,0
319,360,372,394,361,374,378,381,368,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
