317,325,334,335,344,345,346,347,336,337,338,326,327,328,329,318,313,305,300,290,270,240,215,0,0,0,0,0,0,0,0,0,0,0
275,261,262,276,277,263,264,266,267,268,254,244,245,246,237,229,222,223,202,189,173,0,0,0,0,0,0,0,0,0,0,0,0,0
228,220,213,200,193,187,180,181,176,177,166,167,168,169,170,171,172,163,164,158,148,131,128,151,115,132,110,133,129,122,116,123,136,155
242,212,186,161,137,125,120,99,107,100,101,87,88,89,90,91,92,93,94,102,103,79,95,74,80,81,111,112,104,141,0,0,0,0
106,86,59,18,19,21,23,26,3,6,9,30,11,34,50,38,40,53,65,84,97,483,484,487,486,0,0,0,0,0,0,0,0,0
119,98,58,16,20,22,27,2,5,8,29,31,32,48,36,51,13,14,42,56,66,85,0,0,0,0,0,0,0,0,0,0,0,0
179,146,114,60,17,24,1,28,44,45,46,47,72,63,75,52,15,43,57,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,175,121,108,68,25,4,7,10,12,33,35,49,37,39,41,54,55,67,77,124,0,0,0,0,0,0,0,0,0,0,0,0,0
253,221,194,182,162,147,126,109,78,69,70,61,71,73,62,64,76,82,83,96,105,113,117,118,130,0,0,0,0,0,0,0,0,0
265,243,236,214,206,188,157,159,160,149,150,152,153,138,139,134,135,140,142,143,144,145,156,488,0,0,0,0,0,0,0,0,0,0
304,298,299,289,282,269,255,247,238,239,230,224,216,217,207,208,203,204,195,196,197,190,191,183,184,185,174,0,0,0,0,0,0,0
355,362,363,356,357,348,339,340,319,320,306,308,293,291,283,284,278,271,256,257,248,241,233,226,219,209,205,199,489,0,0,0,0,0
390,405,417,418,407,408,409,402,403,385,386,378,372,366,358,351,331,323,310,295,292,280,260,251,234,227,211,490,0,0,0,0,0,0
420,441,451,458,452,453,444,436,437,430,426,419,413,395,383,374,368,353,333,311,297,288,274,252,235,210,0,0,0,0,0,0,0,0
432,457,464,473,479,480,474,476,470,472,461,455,446,439,428,423,414,388,375,360,343,324,312,296,281,273,250,0,0,0,0,0,0,0
431,456,462,477,478,481,482,475,471,460,445,438,427,412,387,379,367,352,332,316,303,287,272,249,225,192,0,0,0,0,0,0,0,0
361,396,416,447,463,465,466,467,468,469,459,454,435,422,411,394,382,373,359,330,315,302,286,259,232,218,198,0,0,0,0,0,0,0
415,424,433,440,448,449,450,442,443,434,429,425,421,410,393,377,365,350,342,322,314,309,301,294,285,279,258,231,0,0,0,0,0,0
354,369,380,384,389,397,398,404,406,399,400,401,391,381,376,370,364,349,341,321,307,0,0,0,0,0,0,0,0,0,0,0,0,0
