400,404,405,398,393,386,379,371,353,331,321,305,290,272,257,242,234,0,0,0,0,0,0,0,0,0
408,407,402,387,374,362,340,322,304,286,265,248,235,215,198,187,156,139,135,114,103,0,0,0,0,0
395,406,409,401,391,373,356,334,326,309,293,283,261,241,220,197,181,168,151,109,80,65,60,0,0,0
369,397,403,399,392,383,376,367,359,344,330,315,301,288,271,249,228,211,180,161,134,100,78,69,0,0
389,381,366,349,325,312,291,276,240,233,206,178,155,127,108,95,77,64,54,43,44,0,0,0,0,0
335,336,375,370,357,342,329,307,300,280,268,253,232,204,184,174,154,126,105,85,67,53,42,34,412,0
377,364,351,319,299,275,267,246,227,209,193,173,148,123,99,74,51,37,28,21,0,0,0,0,0,0
380,363,346,316,295,274,255,245,225,208,195,189,171,158,140,118,87,62,35,24,19,11,410,411,413,0
341,350,327,298,269,251,224,201,179,163,141,131,117,93,71,50,40,25,17,8,3,6,0,0,0,0
310,278,243,216,192,169,152,137,115,92,81,61,45,30,22,13,1,2,5,7,12,0,0,0,0,0
345,323,294,266,244,223,199,182,162,147,130,116,97,82,66,55,39,31,23,14,9,4,0,0,0,0
306,273,258,237,212,188,170,157,142,124,111,94,83,72,56,46,32,26,18,15,10,0,0,0,0,0
332,354,347,318,302,279,259,231,202,183,176,164,145,138,125,112,98,84,73,57,47,36,27,20,16,0
337,311,287,252,226,200,190,172,166,153,143,132,119,104,88,75,63,52,41,33,29,38,0,0,0,0
328,303,284,260,236,213,203,194,177,165,149,133,120,106,89,76,58,48,0,0,0,0,0,0,0,0
365,358,348,338,324,296,281,262,254,238,221,205,185,167,159,144,128,121,107,96,86,68,59,49,0,0
361,333,313,292,282,263,247,222,210,191,175,160,146,129,113,101,90,91,0,0,0,0,0,0,0,0
382,372,355,343,320,297,285,270,256,239,229,214,196,186,150,136,122,110,102,79,70,0,0,0,0,0
388,394,396,390,384,368,360,352,339,317,308,289,277,264,250,230,217,207,0,0,0,0,0,0,0,0
