397,407,413,414,415,416,422,417,418,399,400,394,383,369,364,361,331,335,457,456,0,0,0,0,0,0,0
391,405,421,429,438,439,441,442,444,431,432,423,419,402,390,377,370,362,344,332,309,291,276,265,0,0,0
395,396,412,425,428,437,449,450,451,452,447,448,435,436,424,404,378,341,315,290,282,0,0,0,0,0,0
366,385,392,406,426,430,440,443,446,445,433,434,420,403,384,371,340,322,298,281,272,261,0,0,0,0,0
386,393,398,408,409,410,411,401,389,373,374,365,334,308,289,275,260,248,0,0,0,0,0,0,0,0,0
310,316,324,343,345,354,356,358,360,348,349,339,327,314,304,297,274,259,244,240,0,0,0,0,0,0,0
317,318,320,312,307,301,302,295,284,279,271,264,254,238,231,219,207,198,185,180,174,0,0,0,0,0,0
286,277,267,268,263,250,256,251,242,227,221,216,211,203,195,189,184,179,167,169,156,158,159,0,0,0,0
285,262,233,209,188,201,176,177,161,149,150,145,138,139,131,132,124,125,113,115,116,117,119,127,135,0,0
241,199,160,137,123,97,88,89,75,76,66,67,55,56,58,69,59,70,72,79,87,92,96,121,0,0,0
215,171,136,106,83,65,48,29,22,23,15,16,17,24,26,31,34,44,46,61,53,63,73,81,104,0,0
245,193,147,105,74,36,13,7,2,1,4,5,6,12,20,27,33,35,45,52,62,64,80,93,120,0,0
187,148,122,82,47,28,21,14,8,3,9,10,11,18,19,25,30,32,42,43,51,60,71,78,86,95,0
226,181,141,107,94,84,54,49,37,38,39,40,41,50,57,68,77,85,90,91,103,118,134,146,0,0,0
292,255,232,220,200,175,144,142,129,130,108,98,99,100,101,102,109,110,111,112,114,126,133,140,143,0,0
266,249,234,210,202,194,182,183,178,172,173,162,163,164,165,151,152,153,154,155,166,168,170,157,0,0,0
293,287,278,269,257,252,246,247,235,236,228,229,222,217,212,204,196,197,190,191,224,453,239,225,208,186,0
336,323,325,326,319,311,305,306,300,299,294,288,283,273,270,258,253,243,237,230,218,213,214,205,206,192,0
352,353,355,357,346,359,347,337,338,328,329,321,313,303,296,280,0,0,0,0,0,0,0,0,0,0,0
342,367,379,372,375,380,387,388,381,382,376,368,363,350,351,333,330,0,0,0,0,0,0,0,0,0,0
