146,168,180,194,209,214,222,228,240,250,256,266,280,292,296,305,317,337,352,367,366,372,373,0,0,0,0,0,0,0,0,0,0
203,224,247,252,267,287,298,310,318,326,336,341,358,370,384,399,406,401,407,408,402,391,386,387,380,0,0,0,0,0,0,0,0
182,236,254,300,314,327,338,342,353,360,371,378,385,400,415,416,417,418,419,420,421,409,403,0,0,0,0,0,0,0,0,0,0
132,147,190,248,270,293,319,332,349,361,374,379,392,422,428,429,430,431,423,410,404,388,0,0,0,0,0,0,0,0,0,0,0
205,238,271,303,321,350,354,362,375,381,382,395,405,425,435,434,433,432,424,411,393,0,0,0,0,0,0,0,0,0,0,0,0
125,154,155,187,198,226,243,263,272,295,306,324,340,345,356,359,369,377,390,398,414,427,426,413,412,394,0,0,0,0,0,0,0
119,94,95,83,110,130,150,165,185,220,231,249,273,290,309,325,330,347,365,383,389,397,396,0,0,0,0,0,0,0,0,0,0
84,101,116,136,157,177,191,199,213,239,274,291,308,329,346,357,364,363,368,376,440,439,0,0,0,0,0,0,0,0,0,0,0
64,72,85,103,111,121,139,158,170,188,211,230,265,286,307,323,335,344,351,355,0,0,0,0,0,0,0,0,0,0,0,0,0
35,36,40,45,56,61,73,76,96,102,117,127,143,156,176,207,219,244,264,285,304,312,322,334,0,0,0,0,0,0,0,0,0
28,22,19,25,26,32,39,48,63,68,82,100,115,129,149,164,184,206,225,242,262,278,294,320,343,0,0,0,0,0,0,0,0
14,8,13,4,5,9,18,24,38,43,55,60,71,81,89,105,120,135,148,175,197,218,241,261,284,0,0,0,0,0,0,0,0
51,2,3,12,17,21,42,53,59,67,75,99,104,126,134,153,174,196,217,237,260,283,436,0,0,0,0,0,0,0,0,0,0
11,7,1,6,10,16,23,34,41,52,70,80,88,114,124,133,161,169,183,204,229,255,277,302,0,0,0,0,0,0,0,0,0
15,20,27,29,37,50,58,69,79,93,109,123,142,163,181,195,216,235,259,282,316,0,0,0,0,0,0,0,0,0,0,0,0
31,30,33,44,46,57,65,74,78,97,107,122,131,145,160,173,186,202,210,215,234,253,269,289,301,0,0,0,0,0,0,0,0
47,49,54,62,66,77,90,106,112,118,137,144,162,167,179,201,223,233,246,251,258,268,276,281,288,299,311,315,328,348,339,437,438
128,113,91,86,140,151,171,178,193,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,98,92,87,138,141,152,159,166,172,189,192,200,212,221,227,232,245,257,275,297,313,331,0,0,0,0,0,0,0,0,0,0
