108,123,151,129,95,68,67,66,73,72,80,75,94,89,93,100,105,117,126,131,145,154,163,172,0,0,0,0
49,48,42,38,41,54,58,65,74,85,92,104,116,125,137,136,143,142,153,502,0,0,0,0,0,0,0,0
55,52,34,27,23,15,14,21,26,35,40,53,60,70,88,91,103,124,141,161,188,0,0,0,0,0,0,0
62,44,31,18,7,6,1,9,4,10,19,29,39,56,63,69,90,109,135,171,196,213,280,0,0,0,0,0
45,32,13,8,3,2,5,11,20,25,46,59,78,96,115,144,168,197,0,0,0,0,0,0,0,0,0,0
37,30,28,24,17,12,16,22,33,47,57,64,79,99,138,162,189,214,0,0,0,0,0,0,0,0,0,0
43,51,50,61,71,86,97,111,127,150,173,184,204,225,238,274,317,0,0,0,0,0,0,0,0,0,0,0
102,84,77,76,83,82,81,87,98,112,122,120,147,156,165,174,186,193,216,232,253,266,286,291,0,0,0,0
114,130,133,149,157,159,169,177,191,206,221,235,255,268,277,293,304,319,327,0,0,0,0,0,0,0,0,0
134,152,170,178,201,200,217,224,236,241,240,249,270,283,307,314,329,337,342,351,350,349,334,326,0,0,0,0
202,228,242,257,272,284,309,315,324,323,339,354,359,358,371,383,382,381,390,378,0,0,0,0,0,0,0,0
179,218,230,250,262,325,344,361,360,392,391,401,399,398,412,411,424,422,420,410,408,406,389,0,0,0,0,0
264,243,263,298,345,374,384,415,428,442,440,457,456,455,468,454,467,466,453,465,452,450,449,434,433,405,388,0
316,394,430,445,458,486,485,484,496,495,494,493,479,490,489,475,474,462,461,459,446,431,416,386,0,0,0,0
195,259,279,332,356,393,403,429,444,471,498,497,501,500,499,491,488,477,487,473,472,460,448,447,432,417,395,376
258,285,331,373,414,443,441,470,469,483,482,481,480,492,478,476,464,463,451,435,418,404,396,385,0,0,0,0
229,246,273,297,355,402,400,427,426,425,439,438,437,423,436,421,419,409,407,397,387,375,362,347,0,0,0,0
212,237,261,271,296,308,322,330,338,343,353,352,372,370,369,368,367,366,365,380,364,379,377,363,357,348,346,0
187,207,223,222,245,256,269,278,282,295,294,306,305,313,321,320,328,336,335,341,340,333,0,0,0,0,0,0
167,183,182,194,199,211,210,220,227,234,239,244,254,260,267,276,287,292,312,311,318,301,300,252,251,247,299,0
140,148,158,166,176,175,185,192,205,215,226,231,233,248,265,275,281,290,289,303,302,288,310,0,0,0,0,0
107,106,113,121,119,128,132,139,146,155,164,181,190,198,208,0,0,0,0,0,0,0,0,0,0,0,0,0
