271,308,329,374,376,412,429,437,447,448,455,458,460,459,457,456,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,290,322,357,396,422,439,453,471,472,480,475,478,477,479,476,474,473,464,454,446,436,424,414,400,387,368,350,0,0,0,0
225,253,307,342,383,418,435,443,451,461,462,466,467,468,469,470,463,452,445,423,411,413,401,388,0,0,0,0,0,0,0,0
149,183,213,258,289,321,340,382,427,434,440,449,441,450,442,444,438,428,419,410,397,398,399,386,378,0,0,0,0,0,0,0
98,122,223,252,314,313,332,356,365,372,373,394,395,406,417,407,408,409,384,385,375,377,366,367,358,349,323,0,0,0,0,0
120,156,190,211,218,236,251,268,269,288,297,306,320,327,341,328,333,343,344,334,345,346,347,348,335,0,0,0,0,0,0,0
127,137,147,155,163,174,182,197,203,212,224,231,237,244,259,270,279,291,292,298,299,309,310,301,481,0,0,0,0,0,0,0
85,81,80,84,95,94,97,106,111,116,121,130,138,148,157,169,184,191,214,226,232,245,254,261,273,0,0,0,0,0,0,0
64,53,44,39,38,40,45,54,58,69,73,82,86,99,112,128,142,150,170,192,205,219,228,246,0,0,0,0,0,0,0,0
46,35,20,11,12,16,21,33,34,41,47,67,74,88,108,117,129,140,144,164,176,193,206,247,0,0,0,0,0,0,0,0
87,8,6,1,2,3,10,13,23,25,43,48,60,70,77,89,103,113,124,131,145,160,171,186,199,0,0,0,0,0,0,0
24,22,9,7,4,5,14,15,27,31,36,50,61,68,75,91,100,114,125,133,151,165,178,194,208,263,255,0,0,0,0,0
107,42,30,26,17,18,19,28,29,32,37,52,57,66,71,78,92,105,109,118,134,152,166,172,187,200,216,229,240,256,275,294
59,55,49,56,51,62,63,72,76,79,93,102,115,126,135,141,153,168,180,188,209,220,234,241,257,276,280,0,0,0,0,0
83,90,96,101,104,110,119,136,154,162,173,181,189,196,202,221,230,242,249,266,265,281,285,303,302,0,0,0,0,0,0,0
123,132,146,161,167,179,195,201,210,217,222,235,243,250,267,278,284,283,287,296,305,304,311,317,325,330,324,316,0,0,0,0
139,143,159,177,185,207,215,233,248,264,277,282,286,295,312,319,318,326,331,339,338,355,354,353,364,363,361,360,351,359,0,0
175,198,227,239,262,274,293,315,337,352,362,370,371,369,381,380,391,390,402,403,404,405,393,392,0,0,0,0,0,0,0,0
158,204,238,272,300,336,379,389,415,416,420,421,430,426,425,433,432,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
