148,136,130,131,132,133,126,127,118,119,111,112,120,121,134,139,140,141,142,143,151,159,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,212,211,202,201,203,204,205,192,193,194,184,185,176,177,178,186,187,195,188,189,240,196,213,231,273,253,293,274,294,295,297,275,296,305,306,298,299,0
262,261,269,279,280,281,270,271,264,248,249,250,251,308,320,309,310,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,290,307,318,333,341,342,349,350,361,352,353,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,378,388,409,418,414,419,427,420,421,389,390,369,364,356,357,345,346,326,328,314,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,439,448,454,455,458,459,460,456,451,435,429,423,411,401,393,382,383,376,370,365,358,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,351,379,413,434,449,464,469,470,471,472,473,466,462,453,442,430,416,394,384,371,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,400,428,450,461,465,467,474,468,463,457,444,445,446,447,432,417,407,396,385,372,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,354,368,380,410,422,436,440,452,441,443,437,424,431,438,433,425,412,408,399,387,374,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,303,334,344,363,381,392,402,403,404,405,395,406,397,398,386,377,373,366,367,360,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,239,265,272,292,304,311,322,335,336,337,323,312,313,324,325,327,329,338,339,330,331,332,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,207,214,220,221,232,236,241,242,254,255,243,244,256,257,266,267,258,277,278,285,286,300,315,316,317,479,0,0,0,0,0,0,0,0,0,0,0,0
149,150,144,152,153,155,160,161,165,167,173,157,168,175,180,181,198,209,216,217,223,229,234,238,247,259,260,289,287,0,0,0,0,0,0,0,0,0,0
113,103,80,98,82,72,73,74,75,84,85,86,107,95,100,101,110,125,129,147,158,170,183,200,210,219,230,235,246,268,0,0,0,0,0,0,0,0,0
50,29,30,21,31,14,26,27,33,36,42,43,53,58,66,77,96,109,124,135,154,169,182,199,218,228,0,0,0,0,0,0,0,0,0,0,0,0,0
54,18,3,6,8,10,11,12,13,24,15,16,34,35,48,64,65,87,108,123,146,163,174,191,215,227,245,284,0,0,0,0,0,0,0,0,0,0,0
138,69,37,17,1,2,4,5,19,7,9,20,22,23,25,32,47,57,76,94,106,122,145,162,172,190,208,0,0,0,0,0,0,0,0,0,0,0,0
117,97,59,49,44,45,38,39,40,28,41,46,51,52,55,56,63,83,93,99,115,128,156,166,179,197,222,476,477,0,0,0,0,0,0,0,0,0,0
164,137,116,102,78,67,68,60,70,61,62,81,89,90,91,92,105,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
