287,323,334,363,378,388,404,411,414,421,420,431,430,429,428,427,426,439,438,443,442,450,449,0,0,0,0,0,0,0,0,0,0
203,232,257,286,311,343,377,397,422,432,441,453,460,459,470,469,468,467,474,466,473,472,454,448,435,416,407,400,401,392,0,0,0
268,294,332,362,386,410,440,445,452,458,457,477,476,475,484,483,482,481,480,479,461,447,433,413,405,0,0,0,0,0,0,0,0
210,209,247,278,310,361,383,409,419,437,444,451,456,455,465,464,463,478,471,462,446,434,415,406,399,391,390,380,373,357,346,0,0
274,309,324,352,382,381,402,418,425,424,436,423,417,412,398,389,379,372,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,221,246,265,283,302,327,337,336,349,348,360,368,367,366,374,365,364,356,355,345,335,0,0,0,0,0,0,0,0,0,0,0
156,155,133,140,145,162,171,186,193,206,219,236,244,254,263,271,277,289,299,298,306,316,315,314,313,305,297,0,0,0,0,0,0
101,100,95,99,106,105,111,114,121,132,137,150,160,167,177,182,190,199,214,234,252,259,270,276,280,281,0,0,0,0,0,0,0
75,61,60,64,63,71,77,92,91,103,113,119,135,148,158,180,212,217,224,233,251,260,486,0,0,0,0,0,0,0,0,0,0
52,38,31,26,24,36,35,44,49,58,67,83,97,112,125,142,157,174,181,198,213,225,0,0,0,0,0,0,0,0,0,0,0
53,32,20,8,7,5,10,18,23,34,43,48,62,69,84,87,102,120,131,143,159,175,189,0,0,0,0,0,0,0,0,0,0
28,16,9,3,2,1,4,6,14,19,25,30,39,50,59,70,76,98,109,126,136,149,166,176,242,0,0,0,0,0,0,0,0
57,33,29,21,17,13,12,11,15,22,27,37,45,55,65,72,85,93,110,127,151,168,183,191,204,218,485,0,0,0,0,0,0
147,124,86,54,47,42,41,40,46,51,56,66,68,73,88,94,104,115,128,138,152,169,184,200,205,226,235,253,262,243,261,487,317
165,82,81,80,79,78,90,89,96,108,107,116,122,129,139,144,153,161,170,185,192,207,215,227,237,264,272,282,300,359,358,0,0
118,117,123,130,134,141,146,154,163,172,178,187,194,201,208,220,229,228,239,238,245,255,273,0,0,0,0,0,0,0,0,0,0
164,179,188,195,211,222,231,230,248,256,266,275,285,284,293,292,291,303,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,223,249,269,279,295,304,322,321,326,325,331,330,342,341,340,353,351,350,339,338,329,328,320,307,301,319,318,290,0,0,0,0
196,216,241,250,258,288,296,312,333,344,354,370,369,387,385,384,396,395,394,393,403,408,0,0,0,0,0,0,0,0,0,0,0
