19,18,5,4,8,14,24,27,42,56,68,82,100,118,135,149,436,0,0,0,0,0,0,0,0,0,0,0,0
11,2,1,3,9,15,21,32,43,52,64,74,87,95,108,125,131,143,159,434,435,0,0,0,0,0,0,0,0
12,7,6,10,13,25,40,44,53,61,69,75,88,106,126,139,153,171,186,209,219,246,266,289,0,0,0,0,0
34,31,23,20,22,26,33,45,50,62,77,96,112,132,154,181,210,233,256,272,0,0,0,0,0,0,0,0,0
41,37,36,46,51,63,71,78,119,141,155,172,199,228,257,273,290,295,312,0,0,0,0,0,0,0,0,0,0
59,58,65,91,109,133,146,164,177,195,207,222,248,275,296,313,322,328,0,0,0,0,0,0,0,0,0,0,0
89,93,107,115,129,151,156,173,188,192,201,224,238,276,309,329,345,354,0,0,0,0,0,0,0,0,0,0,0
80,92,86,98,123,144,166,178,189,212,229,242,260,278,299,314,331,339,356,370,377,383,362,344,321,0,0,0,0
103,122,120,147,179,203,215,235,250,270,285,300,324,348,373,385,399,409,408,406,393,368,353,0,0,0,0,0,0
152,184,202,230,243,269,291,316,349,363,387,410,417,425,424,423,421,405,391,0,0,0,0,0,0,0,0,0,0
110,137,165,183,211,239,268,284,315,347,372,386,400,418,416,426,433,432,431,430,420,414,404,390,381,352,326,0,0
160,196,223,249,277,298,330,357,371,384,394,398,407,415,422,429,428,427,419,0,0,0,0,0,0,0,0,0,0
169,200,234,267,283,297,308,323,338,346,355,369,376,382,392,397,403,402,413,412,411,401,396,379,0,0,0,0,0
114,136,163,176,194,206,221,247,259,274,307,327,337,343,361,367,366,375,380,389,388,395,0,0,0,0,0,0,0
97,113,127,150,168,187,214,220,232,245,265,288,305,311,320,335,341,351,359,365,374,378,0,0,0,0,0,0,0
79,72,85,102,111,140,162,170,182,198,217,218,231,237,244,255,258,264,281,287,303,317,332,340,358,364,350,360,336
70,84,101,124,138,158,175,191,193,208,227,236,253,271,286,301,310,325,333,0,0,0,0,0,0,0,0,0,0
57,48,54,67,83,90,105,117,128,145,161,180,190,205,216,225,241,251,261,279,292,302,318,334,342,0,0,0,0
29,35,39,49,60,66,76,94,104,121,134,148,167,185,197,213,226,240,252,262,280,293,304,319,306,0,0,0,0
30,17,16,28,38,47,55,73,81,99,116,130,142,157,174,204,437,439,440,438,0,0,0,0,0,0,0,0,0
