50,63,81,89,108,122,138,155,171,187,193,203,215,228,0,0,0,0,0,0,0,0,0,0,0,0,0
79,62,43,32,26,34,39,51,67,85,97,117,130,141,157,167,181,205,221,249,272,273,296,328,0,0,0
57,65,19,13,8,18,27,35,45,60,73,86,98,124,143,163,182,206,295,315,319,0,0,0,0,0,0
42,31,11,3,9,10,23,36,47,68,83,99,110,127,150,183,209,237,258,305,0,0,0,0,0,0,0
17,12,5,1,2,4,15,24,33,48,61,77,95,120,144,169,195,230,263,306,330,349,0,0,0,0,0
22,14,6,7,16,21,30,41,56,64,87,105,119,136,159,217,251,288,0,0,0,0,0,0,0,0,0
20,29,37,53,69,78,90,104,118,131,152,185,210,259,331,0,0,0,0,0,0,0,0,0,0,0,0
28,46,52,55,74,84,94,111,135,151,173,184,196,222,239,264,283,303,317,332,322,0,0,0,0,0,0
66,38,44,40,54,72,76,93,109,125,134,146,158,177,194,216,238,250,274,282,297,316,321,339,0,0,0
59,82,103,123,142,149,168,172,188,208,229,244,262,279,287,302,320,329,350,351,359,0,0,0,0,0,0
80,71,92,116,133,154,166,180,204,214,227,236,248,257,267,278,294,314,327,338,358,365,372,373,374,0,0
113,132,161,165,191,202,234,246,256,271,277,286,300,301,313,326,336,346,357,370,371,389,399,401,403,392,0
114,147,175,186,207,212,242,254,266,285,293,299,312,325,335,345,356,364,383,397,410,412,413,415,416,402,0
107,140,170,200,265,276,291,310,324,334,342,353,362,377,378,396,407,408,419,421,422,400,0,0,0,0,0
112,121,160,178,198,218,240,252,275,289,307,309,323,340,352,360,366,376,394,404,405,417,418,420,414,391,0
100,139,189,223,232,260,268,284,298,308,333,341,361,375,393,395,406,409,411,398,390,0,0,0,0,0,0
106,137,174,199,219,241,261,269,280,290,304,318,343,354,367,379,369,384,424,0,0,0,0,0,0,0,0
91,101,128,153,164,190,211,224,225,245,253,270,281,292,311,344,355,363,368,380,381,382,385,386,387,388,0
96,126,148,156,179,201,220,226,243,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,49,58,75,88,102,115,129,145,162,176,192,197,213,231,235,247,0,0,0,0,0,0,0,0,0,0
