443,460,445,448,469,474,477,490,481,484,491,486,440,422,412,404,391,386,0,0,0,0,0,0,0,0,0,0,0,0
424,444,464,449,468,473,489,478,480,483,485,455,428,423,413,397,392,372,362,349,327,307,293,286,262,255,249,224,216,201
354,373,393,408,425,433,434,450,435,436,427,420,411,403,390,361,348,332,306,277,260,248,241,231,232,0,0,0,0,0
368,374,380,381,375,382,384,370,366,358,359,347,338,322,298,285,276,259,247,0,0,0,0,0,0,0,0,0,0,0
339,345,340,335,328,329,318,319,311,304,312,296,281,282,267,245,239,230,223,214,215,202,197,189,162,174,0,0,0,0
356,301,302,288,273,252,236,237,227,220,221,209,194,187,188,178,179,180,171,172,173,175,163,164,0,0,0,0,0,0
387,299,272,234,206,198,185,166,151,142,137,130,125,116,107,95,109,91,96,110,121,127,132,140,145,146,144,0,0,0
315,271,233,203,183,150,135,102,90,84,73,58,49,39,40,32,33,41,44,54,62,76,81,87,99,122,128,0,0,0
217,191,149,100,71,56,38,26,16,10,11,7,9,13,25,36,46,63,77,86,111,0,0,0,0,0,0,0,0,0
181,141,112,88,78,64,37,14,15,3,4,1,5,2,6,8,12,23,24,35,45,55,98,0,0,0,0,0,0,0
343,314,263,225,190,153,133,93,82,70,43,30,31,18,19,20,17,21,22,27,28,29,34,42,53,61,69,80,0,0
279,250,226,182,147,134,113,101,89,83,72,65,57,66,47,48,50,51,52,59,60,67,68,75,79,85,92,97,120,492
308,270,251,204,184,165,154,148,136,129,123,124,114,115,103,104,105,106,108,117,118,119,126,131,138,139,143,0,0,0
333,323,300,287,264,256,242,235,219,207,192,193,186,176,177,167,168,155,156,157,152,158,159,160,161,0,0,0,0,0
350,344,334,324,317,309,310,294,289,274,275,265,253,243,228,222,210,211,212,199,200,195,196,169,170,493,0,0,0,0
398,400,414,406,407,394,378,379,369,364,357,351,346,336,330,325,320,303,295,290,280,266,257,254,244,238,229,213,0,0
367,363,431,442,432,426,418,415,409,401,395,383,376,365,355,352,341,331,321,313,305,291,283,268,284,0,0,0,0,0
405,441,457,458,461,463,465,467,471,475,451,453,437,419,416,410,396,377,371,360,353,342,337,326,297,292,258,246,0,0
399,429,456,459,462,446,488,447,466,470,472,476,452,479,482,454,438,421,417,402,389,385,0,0,0,0,0,0,0,0
