163,170,176,183,184,187,192,193,194,202,203,208,218,219,220,221,224,230,237,243,250,261,280,287,310,327,347,400,0,0,0,0
153,200,215,236,247,259,270,271,285,286,292,293,294,302,307,308,321,322,332,341,357,374,383,369,384,385,386,0,0,0,0,0
265,277,291,315,319,330,338,345,346,352,354,355,368,373,378,379,391,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,362,372,390,398,402,418,427,428,435,436,447,448,454,455,456,449,450,441,442,431,415,396,0,0,0,0,0,0,0,0,0
325,350,367,412,426,445,460,471,473,477,479,480,474,469,463,457,451,432,425,0,0,0,0,0,0,0,0,0,0,0,0,0
258,269,299,314,337,397,413,434,444,446,452,466,470,472,476,478,482,481,475,464,458,443,417,0,0,0,0,0,0,0,0,0
201,242,284,300,331,363,377,399,403,437,438,453,461,467,468,462,465,459,433,416,0,0,0,0,0,0,0,0,0,0,0,0
164,207,216,228,248,272,301,320,339,340,364,380,382,405,406,419,439,440,429,430,424,411,401,0,0,0,0,0,0,0,0,0
171,177,188,217,229,249,260,266,278,279,303,309,323,326,342,358,359,365,375,387,388,393,394,395,376,0,0,0,0,0,0,0
118,119,128,139,140,154,166,178,185,204,209,231,238,251,255,273,281,304,312,324,333,343,348,353,361,366,0,0,0,0,0,0
85,87,79,80,94,100,109,112,122,123,142,157,168,186,195,211,222,232,240,252,267,282,295,313,316,328,344,0,0,0,0,0
62,59,50,52,53,64,67,76,77,92,105,113,126,144,159,162,180,197,212,233,245,263,274,289,305,318,335,349,0,0,0,0
31,41,7,11,15,21,4,24,33,39,46,55,61,71,82,97,115,130,145,160,181,205,235,257,283,306,336,0,0,0,0,0
32,2,13,16,20,22,25,28,30,35,36,47,57,70,74,98,110,121,152,175,199,226,254,268,298,0,0,0,0,0,0,0
6,8,10,12,18,3,5,26,29,34,40,56,65,73,83,107,116,127,151,182,206,227,253,276,297,0,0,0,0,0,0,0
93,37,1,9,14,17,19,23,27,38,45,54,69,81,106,114,129,148,169,191,214,241,264,290,0,0,0,0,0,0,0,0
66,58,48,49,42,43,44,51,60,63,68,72,91,96,104,120,125,135,158,174,190,198,213,223,234,246,256,275,296,317,329,334
108,102,99,84,78,86,88,89,90,95,101,103,111,117,124,143,150,173,179,196,239,0,0,0,0,0,0,0,0,0,0,0
136,131,132,133,137,138,146,147,149,134,155,141,167,156,161,172,189,210,225,244,262,288,311,0,0,0,0,0,0,0,0,0
