79,83,92,103,102,113,123,125,138,149,161,167,178,177,190,189,198,208,216,215,224,223,222,0,0,0,0,0,0,0,0,0,0,0
49,45,44,55,59,66,71,78,87,91,101,112,122,121,129,136,145,148,160,172,176,183,187,197,0,0,0,0,0,0,0,0,0,0
107,37,26,23,17,22,21,31,39,36,42,52,58,70,77,85,95,100,106,120,135,134,147,171,185,207,236,229,248,523,0,0,0,0
16,8,5,13,12,15,30,41,48,62,75,81,98,111,119,142,158,182,206,235,240,522,524,527,528,0,0,0,0,0,0,0,0,0
54,53,43,7,4,2,1,3,10,14,25,24,33,47,56,74,80,94,110,127,153,174,205,0,0,0,0,0,0,0,0,0,0,0
20,19,11,6,9,18,27,32,40,50,67,72,89,97,117,131,152,173,195,213,233,521,526,0,0,0,0,0,0,0,0,0,0,0
35,29,28,34,38,46,51,61,60,73,84,88,104,109,114,140,151,169,200,219,246,272,0,0,0,0,0,0,0,0,0,0,0,0
65,64,63,69,68,76,90,93,105,118,132,141,156,164,181,194,212,228,255,265,277,291,297,314,323,331,529,0,0,0,0,0,0,0
82,86,99,115,124,133,154,157,170,175,196,204,220,234,247,259,278,292,298,313,322,330,338,339,348,359,0,0,0,0,0,0,0,0
128,144,159,186,221,230,241,249,260,266,273,284,300,299,315,325,324,332,340,349,360,369,383,382,396,397,398,384,370,0,0,0,0,0
165,188,214,237,261,279,293,304,317,326,333,341,350,361,371,387,386,385,400,399,417,416,427,426,449,447,462,445,446,448,425,530,0,0
137,166,201,242,256,280,294,305,318,334,352,362,374,391,404,420,403,419,430,455,454,452,466,451,450,477,475,496,495,494,493,474,473,463
225,262,285,309,307,344,343,379,394,409,421,438,436,458,457,469,485,484,482,481,507,505,504,503,501,499,517,516,515,498,497,476,464,0
226,258,286,327,356,367,411,410,442,459,470,490,514,513,511,509,520,508,519,506,518,502,500,478,467,465,428,0,0,0,0,0,0,0
209,244,276,302,346,357,380,415,444,443,461,460,472,471,492,491,489,488,512,510,487,486,483,480,479,468,453,429,0,0,0,0,0,0
155,199,245,253,283,290,312,311,337,347,358,368,381,395,414,413,412,424,423,422,441,440,439,437,435,456,434,433,432,431,418,402,389,401
180,193,210,239,254,271,270,287,289,303,310,321,329,328,336,345,355,354,366,365,378,393,392,408,407,406,405,390,372,351,525,0,0,0
126,143,146,163,184,203,211,218,227,232,238,252,251,264,269,282,281,288,296,295,301,308,306,320,319,335,342,353,364,363,377,376,375,373
96,108,116,130,139,150,162,168,179,192,191,202,217,231,243,250,257,263,268,267,275,274,0,0,0,0,0,0,0,0,0,0,0,0
