297,316,324,325,326,328,329,338,330,331,317,309,310,302,283,279,258,253,234,452,0,0,0,0,0,0,0,0,0
248,249,256,261,262,271,272,273,274,263,264,252,243,232,226,220,207,183,184,179,199,200,201,208,185,180,164,165,0
204,205,188,189,190,191,192,193,194,195,197,198,177,178,153,147,137,138,139,151,132,143,152,0,0,0,0,0,0
241,175,157,145,130,112,114,115,116,102,103,105,106,107,108,109,110,111,117,170,171,155,162,163,0,0,0,0,0
212,96,91,75,61,51,52,45,38,46,47,48,49,57,64,78,87,93,97,118,119,124,135,144,0,0,0,0,0
224,74,55,34,24,18,14,15,17,19,25,41,58,65,80,88,98,120,127,0,0,0,0,0,0,0,0,0,0
167,122,56,37,21,13,9,4,2,1,3,6,11,23,32,50,59,66,82,94,0,0,0,0,0,0,0,0,0
101,63,44,27,22,16,10,5,7,8,12,20,26,36,43,54,62,95,0,0,0,0,0,0,0,0,0,0,0
158,113,85,68,39,40,35,28,29,30,31,33,42,53,60,67,89,99,0,0,0,0,0,0,0,0,0,0,0
159,146,131,123,104,92,86,76,77,69,79,70,71,72,73,81,83,84,90,100,121,0,0,0,0,0,0,0,0
225,219,206,196,176,168,160,161,154,148,149,150,140,141,142,133,134,125,126,128,129,136,0,0,0,0,0,0,0
257,250,251,242,235,236,237,233,227,228,221,222,213,214,209,210,202,186,181,182,172,173,174,166,156,0,0,0,0
298,299,300,301,303,304,290,291,284,285,286,280,275,265,266,267,259,254,244,238,230,223,217,211,187,0,0,0,0
327,344,352,361,362,366,348,349,339,340,333,334,320,311,306,293,288,277,260,247,240,231,218,0,0,0,0,0,0
360,372,392,406,407,410,411,412,403,394,395,391,375,368,358,350,335,323,308,289,278,255,239,0,0,0,0,0,0
384,401,424,431,438,440,441,433,434,423,415,397,382,370,351,336,313,295,282,270,246,216,203,0,0,0,0,0,0
315,377,405,429,435,443,448,449,450,446,447,442,427,422,414,396,376,369,343,319,294,281,269,0,0,0,0,0,0
359,383,399,428,416,430,436,444,445,437,439,432,426,420,421,413,404,390,381,367,357,342,318,307,287,268,245,229,215
398,400,417,418,425,419,408,409,402,393,389,374,354,355,356,341,321,322,312,292,276,451,0,0,0,0,0,0,0
296,314,337,371,378,385,386,387,388,379,380,373,363,347,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
