177,158,157,156,150,149,139,148,146,133,143,144,121,132,138,164,145,147,134,165,174,187,188,195,205,215,243,271,0,0,0,0,0,0,0,0,0,0,0,0,0
217,230,229,248,247,246,245,244,227,226,241,239,237,235,236,238,225,240,242,256,262,270,278,285,293,302,316,334,360,0,0,0,0,0,0,0,0,0,0,0,0
183,220,265,288,310,323,322,337,336,335,351,350,349,348,333,344,343,345,346,347,342,359,366,365,387,399,400,380,414,408,388,409,389,401,374,390,381,375,382,391,403
317,325,367,376,392,410,435,420,433,432,431,446,430,444,445,443,442,459,458,460,461,462,447,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,422,449,467,485,493,492,505,514,513,526,525,512,524,522,523,521,519,520,511,504,483,470,471,463,448,436,415,411,0,0,0,0,0,0,0,0,0,0,0,0
404,424,451,474,473,495,508,535,540,539,559,558,557,556,555,554,551,527,515,491,484,472,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,304,328,370,418,453,478,488,509,517,531,537,541,553,561,566,567,565,569,568,564,563,562,560,552,534,528,507,486,0,0,0,0,0,0,0,0,0,0,0,0
339,356,385,426,465,469,499,518,529,533,532,549,548,538,547,545,546,544,543,542,536,530,516,494,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,329,363,429,441,457,466,480,479,482,490,503,489,502,501,500,498,497,510,496,487,477,468,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,299,313,332,358,364,372,373,379,386,398,407,397,406,405,413,412,419,428,427,440,439,456,455,454,452,438,437,423,417,0,0,0,0,0,0,0,0,0,0,0
223,232,234,254,255,268,269,284,283,292,291,301,300,308,307,315,314,321,331,330,341,340,357,362,371,378,377,384,383,396,395,394,393,421,0,0,0,0,0,0,0
179,155,162,163,172,173,186,194,193,200,204,212,211,214,224,233,253,260,267,277,282,297,306,305,312,319,327,355,354,361,369,368,571,0,0,0,0,0,0,0,0
105,87,88,83,90,91,89,98,106,126,131,137,161,171,185,192,199,210,222,252,266,276,280,290,296,311,318,326,353,570,0,0,0,0,0,0,0,0,0,0,0
125,81,69,43,44,47,48,46,45,52,59,66,68,80,79,86,104,113,120,124,136,154,160,170,184,198,209,221,251,259,275,289,295,0,0,0,0,0,0,0,0
65,57,58,23,24,12,13,11,17,16,22,26,33,42,56,63,72,78,103,111,123,142,169,191,203,219,250,263,287,303,338,0,0,0,0,0,0,0,0,0,0
112,64,32,21,5,4,2,1,3,10,20,19,27,31,39,40,51,67,76,82,102,110,122,141,159,178,190,208,231,258,274,309,0,0,0,0,0,0,0,0,0
77,41,28,18,9,7,8,6,15,14,25,30,38,54,61,71,74,85,117,129,153,167,182,197,207,216,249,273,279,294,324,0,0,0,0,0,0,0,0,0,0
119,97,75,62,55,50,37,36,29,35,34,49,53,60,70,73,84,100,108,128,152,166,176,181,189,196,202,206,213,228,257,272,286,352,0,0,0,0,0,0,0
168,130,118,116,109,101,96,95,94,93,92,99,107,115,127,135,140,151,175,180,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
