454,442,443,444,426,432,433,445,427,434,428,416,403,397,383,384,385,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,461,466,476,467,468,469,470,471,455,456,457,458,463,464,459,435,424,417,418,404,398,346,0,0,0,0,0,0,0,0,0
484,492,496,500,501,503,497,487,488,490,478,472,462,382,453,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,529,521,522,523,524,525,517,512,513,509,504,499,493,491,479,473,447,437,419,399,392,373,354,329,318,0,0,0,0,0,0
389,439,480,508,520,528,526,518,519,515,511,495,483,474,460,420,388,369,336,322,312,0,0,0,0,0,0,0,0,0,0,0
380,430,465,485,441,516,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,412,390,400,377,391,395,409,423,449,450,446,451,505,510,506,514,507,494,482,475,438,410,393,368,335,323,306,0,0,0,0
431,477,502,486,481,489,498,436,405,386,367,347,321,304,285,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,351,370,375,371,366,363,353,340,342,343,344,328,325,305,297,289,284,272,266,263,0,0,0,0,0,0,0,0,0,0,0
298,299,374,356,360,338,349,319,300,301,307,315,308,302,288,279,270,271,261,248,249,236,237,239,230,221,222,223,215,216,246,0
220,253,255,233,226,210,195,181,168,169,160,154,142,133,143,145,150,156,162,171,175,176,190,191,192,0,0,0,0,0,0,0
331,313,314,276,180,167,114,93,82,83,69,70,59,61,62,65,88,72,85,89,106,120,137,148,151,166,177,531,532,534,0,0
179,149,124,125,81,68,55,44,32,27,19,17,21,23,25,35,36,51,63,73,86,92,108,121,130,139,152,165,0,0,0,0
217,158,141,110,54,31,18,11,16,4,1,7,8,14,24,29,34,48,58,67,78,91,95,107,122,138,0,0,0,0,0,0
258,207,131,37,87,30,26,15,9,10,2,3,5,6,12,13,20,22,28,33,47,57,66,77,90,105,119,136,147,164,174,533
290,252,178,172,79,64,52,53,38,39,40,41,42,43,45,46,49,50,56,60,71,76,84,94,118,129,135,146,157,163,0,0
159,153,140,132,123,112,113,97,98,99,100,101,102,103,115,116,117,126,127,128,134,144,155,161,170,173,189,206,535,0,0,0
242,232,224,225,218,219,212,213,208,209,202,203,204,193,194,196,197,182,199,183,184,185,186,187,188,200,205,211,214,0,0,0
291,292,293,294,295,286,287,281,282,277,278,274,267,268,269,264,259,260,256,247,243,234,235,227,228,229,245,238,240,241,231,0
330,337,355,357,358,359,364,361,348,350,339,333,327,324,320,316,317,309,311,310,303,296,283,275,265,262,257,250,251,244,0,0
406,407,411,413,414,421,415,408,401,402,396,381,378,376,365,362,352,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
