117,142,163,190,205,220,246,275,299,318,331,332,340,351,352,354,341,0,0,0,0,0,0,0,0,0,0
94,114,145,158,169,191,206,221,248,263,276,290,302,303,310,311,312,320,343,360,370,382,391,392,371,362,0
88,102,118,134,144,164,179,192,201,223,241,265,278,284,305,279,293,314,322,323,337,346,347,0,0,0,0
84,74,62,77,89,103,111,120,139,160,171,187,198,224,235,256,336,344,345,0,0,0,0,0,0,0,0
61,44,53,39,48,56,71,97,106,121,130,147,167,181,209,244,258,272,286,306,315,325,324,338,0,0,0
22,23,25,30,35,43,50,57,65,80,99,107,122,128,153,182,211,236,260,273,287,294,0,0,0,0,0
70,52,42,14,7,12,15,27,32,41,46,59,86,104,131,154,175,199,212,227,237,267,280,0,0,0,0
34,21,11,5,2,3,4,9,16,28,36,51,66,82,100,116,141,155,176,446,447,0,0,0,0,0,0
10,1,6,8,13,19,26,31,45,58,79,91,108,137,161,183,226,250,0,0,0,0,0,0,0,0,0
92,73,20,17,18,24,29,40,49,64,78,98,115,140,152,174,195,210,259,0,0,0,0,0,0,0,0
33,37,38,47,63,75,85,96,112,127,136,146,166,180,194,203,208,225,231,243,257,0,0,0,0,0,0
67,68,69,55,60,76,105,95,110,119,135,151,165,173,193,202,218,230,242,249,255,266,271,285,292,0,0
83,87,93,109,126,133,143,159,170,172,197,207,222,234,240,254,264,277,283,291,304,313,321,0,0,0,0
101,113,138,157,186,196,216,229,239,247,253,270,282,289,301,309,319,333,334,342,355,356,357,358,335,0,0
123,129,149,177,184,204,232,245,269,274,298,308,329,330,349,364,365,366,377,378,379,389,380,368,359,0,0
124,132,148,188,228,261,295,316,328,374,394,395,406,408,409,410,396,414,415,416,398,390,369,0,0,0,0
168,213,251,307,326,384,393,402,421,423,427,428,431,435,438,413,442,444,417,399,381,0,0,0,0,0,0
156,214,238,268,288,327,383,401,419,420,422,424,405,426,429,433,436,440,441,443,445,418,400,0,0,0,0
162,189,219,252,296,348,373,403,404,425,407,430,432,434,437,439,411,412,0,0,0,0,0,0,0,0,0
125,150,185,215,233,262,281,297,317,339,363,375,386,387,350,388,0,0,0,0,0,0,0,0,0,0,0
