69,74,73,72,79,84,83,93,98,103,107,113,123,132,139,148,153,162,164,176,175,183,182,0,0,0,0,0,0,0,0,0,0
56,42,45,44,41,40,39,38,43,50,54,58,65,71,82,90,97,105,112,122,127,138,146,151,0,0,0,0,0,0,0,0,0
18,17,13,12,11,10,20,21,30,34,49,53,63,78,87,116,126,145,158,179,198,426,0,0,0,0,0,0,0,0,0,0,0
51,24,7,4,2,1,5,14,27,32,48,62,76,89,110,131,157,174,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,16,15,9,3,6,8,19,26,36,46,61,70,86,100,121,143,160,178,197,428,0,0,0,0,0,0,0,0,0,0,0,0
35,31,29,28,33,37,47,52,57,66,75,85,95,109,130,136,155,172,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,68,60,59,64,67,77,81,80,96,101,111,115,125,144,156,173,189,201,221,231,0,0,0,0,0,0,0,0,0,0,0,0
94,92,91,102,106,117,128,137,147,152,161,163,181,180,190,202,208,222,232,241,247,253,267,266,431,427,0,0,0,0,0,0,0
119,118,140,165,177,191,203,209,215,224,223,235,234,233,243,242,248,255,254,260,259,268,272,277,276,284,283,0,0,0,0,0,0
141,149,168,193,200,211,218,244,249,256,269,279,278,285,295,294,293,292,291,304,303,302,323,322,321,319,334,333,332,316,0,0,0
187,212,238,263,280,287,314,329,328,347,357,355,398,396,393,388,384,380,415,377,374,371,369,354,365,363,361,352,351,317,0,0,0
185,227,258,275,315,330,359,411,421,420,408,418,417,416,402,399,397,392,389,386,382,379,376,373,370,367,366,364,362,335,318,0,0
206,220,246,271,300,350,414,424,423,422,419,405,404,403,400,395,390,385,381,378,375,372,368,353,336,320,0,0,0,0,0,0,0
170,186,207,240,265,282,299,331,349,348,360,413,412,410,409,407,406,358,356,401,394,391,387,383,341,339,338,337,324,301,430,0,0
134,171,195,214,230,239,252,264,274,281,288,298,297,313,312,311,310,327,346,345,344,343,342,340,325,0,0,0,0,0,0,0,0
99,108,120,135,154,169,188,194,205,213,219,226,229,237,236,251,250,257,262,261,270,273,286,296,309,308,307,326,306,305,290,289,432
104,114,124,129,133,142,150,159,167,166,184,192,199,204,210,217,216,225,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
