350,370,380,392,396,401,400,402,397,393,386,373,369,355,349,357,356,295,0,0,0,0,0,0,0,0,0
313,325,339,354,367,379,385,389,390,395,391,372,368,353,343,333,324,306,284,268,251,243,229,230,207,409,408
275,294,319,323,342,352,365,364,366,371,359,360,348,338,283,267,250,0,0,0,0,0,0,0,0,0,0
249,259,281,280,292,305,310,318,320,330,328,329,321,322,311,312,293,282,266,242,228,224,219,206,200,407,0
247,257,264,273,256,263,262,270,271,272,274,265,258,248,241,223,213,205,174,175,0,0,0,0,0,0,0
204,197,203,193,192,191,183,184,185,186,187,194,188,179,180,0,0,0,0,0,0,0,0,0,0,0,0
199,198,166,157,148,138,131,143,116,117,118,119,126,127,132,139,144,145,150,152,154,404,0,0,0,0,0
181,158,133,109,95,85,75,65,64,48,55,54,49,66,70,80,96,111,120,134,0,0,0,0,0,0,0
149,110,71,41,28,20,15,14,16,21,29,32,43,67,81,87,101,0,0,0,0,0,0,0,0,0,0
153,91,86,37,17,9,4,1,2,5,10,18,33,44,56,72,82,112,0,0,0,0,0,0,0,0,0
140,121,76,45,22,13,6,3,7,8,12,11,19,23,34,38,46,57,77,88,113,0,0,0,0,0,0
122,83,47,39,36,26,27,25,24,31,30,35,40,42,50,58,73,84,92,97,123,0,0,0,0,0,0
167,141,103,90,79,68,61,60,63,53,52,51,62,59,69,74,78,89,93,98,102,114,128,135,0,0,0
285,189,169,156,137,130,125,107,108,100,99,106,105,104,115,124,129,136,142,147,146,151,155,403,405,0,0
209,211,195,196,182,178,173,172,160,159,165,164,163,162,161,171,170,177,168,0,0,0,0,0,0,0,0
244,252,253,254,255,238,240,233,239,227,226,222,221,218,217,216,212,210,202,201,190,176,0,0,0,0,0
290,299,302,309,303,304,300,291,289,278,269,261,246,237,232,220,215,208,406,0,0,0,0,0,0,0,0
307,296,315,331,337,340,345,347,346,341,332,327,317,308,298,288,277,260,0,0,0,0,0,0,0,0,0
314,335,351,362,376,383,382,384,378,377,363,358,344,336,326,316,301,297,287,276,245,236,231,0,0,0,0
279,334,374,387,398,399,394,388,381,375,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
