83,104,112,117,134,156,171,179,197,219,233,253,270,278,290,0,0,0,0,0,0,0,0,0,0,0,0
98,118,135,150,174,194,212,237,236,249,266,275,285,291,306,305,318,337,353,329,336,351,343,338,330,0,0
124,151,161,185,207,239,255,267,281,298,307,319,323,339,344,352,354,0,0,0,0,0,0,0,0,0,0
88,109,131,142,162,196,228,227,245,261,288,304,325,324,341,357,364,362,373,371,382,381,380,369,370,361,355
199,240,269,301,322,347,345,346,367,376,387,398,396,395,405,392,404,403,384,383,372,356,417,0,0,0,0
138,164,188,229,264,296,316,328,342,349,378,391,402,407,401,400,397,406,394,393,374,0,0,0,0,0,0
92,119,144,177,222,265,284,297,317,335,350,368,390,389,388,399,386,385,375,363,420,419,0,0,0,0,0
145,181,216,247,259,273,289,302,310,315,314,327,334,333,348,359,377,366,365,358,0,0,0,0,0,0,0
106,126,139,165,180,200,230,251,263,262,272,283,295,294,300,309,313,312,321,326,332,331,340,418,416,0,0
84,93,105,125,143,163,176,187,208,221,246,258,268,277,287,293,292,303,308,311,320,0,0,0,0,0,0
65,73,80,91,99,114,130,137,152,167,186,195,215,214,226,244,243,257,256,276,282,286,299,415,414,0,0
36,39,44,53,56,69,79,97,113,123,136,141,157,175,184,213,225,242,260,271,280,413,412,0,0,0,0
45,58,57,28,22,16,21,27,34,51,68,78,90,108,122,140,160,173,183,206,220,238,250,0,0,0,0
31,8,7,10,20,13,25,41,50,60,72,82,103,116,133,155,172,198,211,235,0,0,0,0,0,0,0
15,11,1,4,3,17,24,33,47,59,77,95,110,128,154,170,193,210,234,410,0,0,0,0,0,0,0
30,14,6,5,2,9,12,29,37,48,71,86,100,121,148,158,182,205,224,254,279,411,409,0,0,0,0
43,35,26,19,18,23,32,46,54,70,75,94,120,147,166,191,203,0,0,0,0,0,0,0,0,0,0
42,38,40,49,55,66,76,85,107,127,146,168,190,202,201,209,217,223,241,248,232,252,274,0,0,0,0
64,52,63,62,61,67,74,81,87,101,115,132,153,169,189,0,0,0,0,0,0,0,0,0,0,0,0
89,96,102,111,129,149,159,178,192,204,218,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
