222,259,282,305,327,330,340,352,365,367,369,370,354,356,334,336,0,0,0,0,0,0,0,0,0,0,0,0
184,196,215,245,260,261,274,283,292,298,309,310,311,324,301,295,288,280,270,253,230,242,241,252,264,269,279,0
137,146,179,192,199,217,226,227,234,235,236,249,237,238,239,0,0,0,0,0,0,0,0,0,0,0,0,0
112,121,127,134,139,148,149,150,164,165,172,173,181,182,183,194,204,221,229,228,240,251,250,0,0,0,0,0
126,102,81,82,83,84,87,95,96,101,97,106,115,131,143,166,175,189,203,211,210,0,0,0,0,0,0,0
54,56,43,44,46,49,47,50,59,62,68,79,91,98,108,132,144,158,174,188,202,220,407,406,0,0,0,0
74,53,41,25,17,18,12,13,15,21,24,26,35,39,60,69,78,90,107,130,142,157,0,0,0,0,0,0
48,22,10,5,1,2,3,6,14,20,23,34,38,58,67,89,105,125,405,0,0,0,0,0,0,0,0,0
63,52,28,16,9,7,4,8,11,19,33,37,45,57,66,77,88,100,104,129,141,171,0,0,0,0,0,0
51,40,27,29,30,31,32,36,42,55,61,72,76,94,99,114,123,136,140,156,170,0,0,0,0,0,0,0
110,85,73,70,64,65,71,75,80,86,92,93,103,113,122,128,135,147,155,169,180,187,193,408,0,0,0,0
109,116,111,117,118,119,120,133,138,145,153,154,163,168,185,186,200,201,209,218,219,0,0,0,0,0,0,0
151,152,160,161,162,167,177,178,191,197,198,208,216,223,224,225,233,246,247,262,248,0,0,0,0,0,0,0
159,176,190,195,212,213,232,243,244,257,258,266,267,268,272,273,275,284,285,286,287,276,263,0,0,0,0,0
231,254,271,290,296,303,304,313,315,316,317,318,319,320,321,322,306,307,308,299,293,0,0,0,0,0,0,0
206,205,265,281,302,326,345,346,358,373,359,360,361,362,349,363,350,351,341,342,331,332,328,323,312,300,277,0
289,337,357,380,394,396,398,387,389,381,382,364,376,366,368,353,343,333,329,325,0,0,0,0,0,0,0,0
214,255,297,338,347,374,395,397,402,403,404,400,390,383,384,377,378,371,372,355,344,335,0,0,0,0,0,0
207,256,291,314,339,348,375,386,388,399,401,391,392,393,385,379,0,0,0,0,0,0,0,0,0,0,0,0
