455,471,496,502,515,516,527,529,538,530,532,523,524,513,504,507,499,476,469,459,460,454,442,425,411,404,395,381,325,316,0,0,0,0,0,0,0,0,0,0
418,448,463,488,501,509,526,535,536,537,539,533,525,514,508,500,487,470,461,447,434,412,394,377,363,338,317,301,291,241,213,0,0,0,0,0,0,0,0,0
388,406,427,449,464,478,497,510,517,528,518,519,520,522,511,503,506,477,458,426,393,370,355,330,311,300,276,0,0,0,0,0,0,0,0,0,0,0,0,0
356,366,367,397,414,428,451,456,467,472,480,481,492,493,482,483,484,473,474,468,457,453,441,403,376,337,326,307,296,231,0,0,0,0,0,0,0,0,0,0
398,400,408,419,431,420,421,422,416,409,386,387,369,348,324,299,290,275,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,351,357,352,353,358,359,360,361,354,345,346,342,335,328,314,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,322,312,309,297,293,279,280,287,281,270,271,282,272,266,260,255,250,239,237,224,219,211,205,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,302,278,242,228,220,215,201,197,198,181,182,183,184,185,186,162,163,164,166,170,172,174,175,176,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,214,179,151,123,120,110,100,92,86,87,88,89,93,94,103,113,121,128,135,139,142,155,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,226,200,178,145,108,80,68,59,46,34,35,29,30,31,38,40,54,61,63,71,78,91,107,116,136,143,0,0,0,0,0,0,0,0,0,0,0,0,0
207,157,119,74,65,45,27,23,16,2,3,1,4,7,10,14,18,20,25,32,43,50,57,67,76,79,84,98,118,131,144,0,0,0,0,0,0,0,0,0
285,227,160,132,81,58,52,28,24,21,17,11,12,5,6,8,9,13,15,19,22,26,33,44,51,64,73,83,97,117,130,149,0,0,0,0,0,0,0,0
232,208,152,146,109,99,85,82,75,69,60,53,47,48,36,37,39,41,49,42,55,56,62,66,70,72,77,90,96,115,129,140,150,156,0,0,0,0,0,0
254,229,221,202,196,180,161,153,147,137,141,124,125,126,111,112,101,95,102,104,105,106,114,122,127,134,138,148,154,158,0,0,0,0,0,0,0,0,0,0
308,303,292,286,265,259,248,243,233,230,216,217,209,210,203,204,192,187,193,188,189,165,167,168,169,171,173,190,191,194,195,199,0,0,0,0,0,0,0,0
344,340,341,331,332,327,319,313,310,304,298,288,289,273,274,261,256,249,251,238,234,235,236,222,223,218,212,0,0,0,0,0,0,0,0,0,0,0,0,0
378,382,383,389,390,384,385,379,373,368,364,362,347,343,336,333,329,323,315,294,283,267,257,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,372,407,415,429,430,436,444,445,437,438,439,440,432,423,417,410,401,399,391,374,375,365,349,334,320,306,295,284,268,263,245,246,225,540,541,258,247,0,0
396,405,413,435,443,450,465,466,479,489,490,491,498,494,485,486,475,462,452,446,433,424,402,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
